expression,reading,meaning,tags,guid,ความหมาย
滑る,すべる,"to slide, to slip",JLPT JLPT_N4,nobw)6B/(-,"ลื่นไถล, เลื่อน"
それほど,それほど,to that degree; extent,JLPT JLPT_N4,tq|Owona;B,ในระดับนั้น; ขอบเขต
以上,いじょう,more than; this is all,JLPT JLPT_N4,kbfzlR:5u>,มากกว่านี้; นี่คือทั้งหมด
～まま,～まま,as it is,JLPT JLPT_N4,j#zKPMXsT3,เนื่องจากเป็นอยู่
特急,とっきゅう,limited express (train faster than an express),JLPT JLPT_N4,sOgOxrQFHN,รถไฟด่วนพิเศษ (รถไฟที่เร็วกว่ารถไฟด่วน)
プレゼント,プレゼント,"present, gift",Genki Genki_Ln.12 JLPT JLPT_N4,FrsjD-2$(X,ของขวัญ
～(に) よると,～(に) よると,according to ~,JLPT JLPT_N4,erz+S2{yL|,ตามที่ ~
妻,つま,wife (humble),JLPT JLPT_N4,pfL{;:Bm<O,ภรรยา (ผู้อ่อนน้อม)
帰り,かえり,"return, coming back",JLPT JLPT_N4,A1{^9x(Ly$,กลับมาแล้ว
具合,ぐあい,"condition, state, health",JLPT JLPT_N4,Ha+Fpz*nIy,"สภาพ, สถานะ, สุขภาพ"
堅; 硬; 固い,かたい,"solid, hard, firm",JLPT JLPT_N4,Qr]]OTGag7,แข็งแรง มั่นคง
駐車場,ちゅうしゃじょう,parking lot,JLPT JLPT_N4,Q9!i44Gj}q,ลานจอดรถ
スーツ,スーツ,suit,JLPT JLPT_N4,"M~,%txA#EO",สูท
危険,きけん,"danger, risk, hazard",Intermediate_Japanese_Ln.15 JLPT JLPT_N4,f#x=KD-)bk,อันตราย ความเสี่ยง ภัย
髪,かみ,hair,Genki Genki_Ln.7 JLPT JLPT_N4,roFwJrlfKR,ผม
天気予報,てんきよほう,weather forecast,Genki Genki_Ln.8 JLPT JLPT_N4,rN#1gCRiI^,พยากรณ์อากาศ
彼女,かのじょ,girlfriend; she,Genki Genki_Ln.12 JLPT JLPT_N4,xL3J@WlS{%,แฟนสาว; เธอ
間,あいだ,"space, interval",JLPT JLPT_N4,MXEynMn6*x,"ช่องว่าง, ช่วงเวลา"
卒業,そつぎょう,graduation,JLPT JLPT_N4,yOSz]L8FJS,การสำเร็จการศึกษา
それで,それで,"and (conj.), thereupon, because of that",JLPT JLPT_N4,rZ[:sRogcN,และ (กริยาเชื่อม) ด้วยเหตุนี้ เนื่องจากเหตุนั้น
枝,えだ,"branch, twig",JLPT JLPT_N4,FAl}KCf:~8,"กิ่ง, ก้าน"
専門,せんもん,major; speciality,Genki Genki_Ln.1 JLPT JLPT_N4,k;2({qLOGz,สาขาวิชาเอก; ความเชี่ยวชาญ
そろそろ,そろそろ,"gradually, soon",JLPT JLPT_N4,Q|>K44^N++,ค่อยๆ ในไม่ช้า
送る,おくる,"to send, to dispatch",Genki Genki_Ln.14 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,e1#_xMS<)@,"ส่ง, จัดส่ง"
あげる,あげる,to give,JLPT JLPT_N4,w6NP$s|k?>,เพื่อที่จะให้
騒ぐ,さわぐ,"to make noise, to clamor",JLPT JLPT_N4,E-jyAQ+?xZ,"ส่งเสียงดัง, เอะอะโวยวาย"
尋ねる,たずねる,to inquire (same as 質問する),JLPT JLPT_N4,B;}vj%?W%Z,สอบถาม (เหมือนกับ 質問して)
放送,ほうそうする,broadcasting,JLPT JLPT_N4,HT(fAub[.Z,การออกอากาศ
政治,せいじ,politics,Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,LbbPDli%;(,การเมือง
市民,しみん,citizen,JLPT JLPT_N4,KnKdz8[G7<,พลเมือง
ファックス,ファックス,fax,JLPT JLPT_N4,sG]9/N[j*>,โทรสาร
負ける,まける,"to lose (a game) (v.i.), to be defeated",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t-t/Tk%(SS,แพ้ (เกม) (กริยา) พ่ายแพ้
指輪,ゆびわ,(finger) ring,Genki Genki_Ln.14 JLPT JLPT_N4,By9Xq1v4J{,แหวน (นิ้ว)
田舎,いなか,"rural, countryside",JLPT JLPT_N4,qO;XWK^*$*,"ชนบท, พื้นที่ห่างไกล"
見つける,みつける,"to discover, to find (v.t.)",Genki Genki_Ln.21 JLPT JLPT_N4,JSBDi~:Uul,"ค้นพบ, พบ (กริยา)"
高校生,こうこうせい,high school student,Genki Genki_Ln.1 JLPT JLPT_N4,s|lGtGG1fi,นักเรียนมัธยมปลาย
講義,こうぎ,a lecture,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,q(32?ls(B3,การบรรยาย
そんなに,そんなに,"so much, like that",JLPT JLPT_N4,pG^h}ycj3(,มากมายเช่นนั้น
昼休み,ひるやすみ,"lunch break, noon recess",JLPT JLPT_N4,lFVXC$-X%0,"พักกลางวัน, พักเบรกเที่ยง"
忘れ物,わすれもの,"lost article, something forgotten",JLPT JLPT_N4,c>u.i{BBMW,"ของหาย, สิ่งของที่ถูกลืม"
下りる,おりる,"to get down, to go; come down",JLPT JLPT_N4,"d9,VKd=RU=","ลงมา, ไป; ลงมา"
腕,うで,arm (in reference to body),Intermediate_Japanese_Ln.7 JLPT JLPT_N4,AiW}:.4@ze,แขน (ในความหมายของร่างกาย)
訳,わけ,reason; explanation,JLPT JLPT_N4,usS4^zwn[>,เหตุผล; คำอธิบาย
承知,しょうちする,"consent, acceptance",JLPT JLPT_N4,H:BcaGHLGe,ความยินยอม การยอมรับ
日記,にっき,"diary, journal",Genki Genki_Ln.18 JLPT JLPT_N4,"BMMWqQZ#[,","ไดอารี่, สมุดบันทึก"
高校; 高等学校,こうこう; こうとうがっこう,high school; senior high school,JLPT JLPT_N4,KKBE9#o7:F,โรงเรียนมัธยมปลาย; โรงเรียนมัธยมศึกษาตอนปลาย
似る,にる,"to resemble, to be similar",JLPT JLPT_N4,i`_a~no4G!,"คล้ายคลึงกัน, เหมือนกัน"
～おわる,～おわる,to finish doing ~,JLPT JLPT_N4,qwf(Try}@4,เพื่อทำสิ่งต่างๆ ให้เสร็จสิ้น ~
暖房,だんぼう,heating,JLPT JLPT_N4,dvn`p4e0P6,การทำความร้อน
留守,るす,absence; not at home,Genki Genki_Ln.21 JLPT JLPT_N4,BK(gHI]ze3,ไม่อยู่บ้าน; ไม่อยู่บ้าน
割合,わりあい,"rate, ratio, percentage",JLPT JLPT_N4,vGMwhqQc%{,"อัตรา, สัดส่วน, เปอร์เซ็นต์"
寺,てら,Buddhist temple,JLPT JLPT_N4,Hiagec7p~[,วัดพุทธ
慣れる,なれる,to grow accustomed to,JLPT JLPT_N4,m30?cbGY7<,เพื่อให้คุ้นเคย
普通,ふつう,common; usual,Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,s:f#izD=u2,ทั่วไป; ปกติ
手伝う,てつだう,to help,JLPT JLPT_N4,s_Pi8jG!6%,เพื่อช่วยเหลือ
なるほど,なるほど,I see; I now understand,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,b:e%Ujd8JZ,เข้าใจแล้ว ฉันเข้าใจแล้ว
くださる,くださる,"(hon.) to give, to confer",JLPT JLPT_N4,sPmqOCO=cT,"(เกียรตินิยม) ให้, มอบให้"
息子,むすこ,(humble) son,JLPT JLPT_N4,xE%1d@q~=0,ลูกชาย (ผู้ถ่อมตน)
お子さん,おこさん,(someone else's) child (polite),Genki Genki_Ln.19 JLPT JLPT_N4,JfH~5*U.a_,เด็กของคนอื่น (อย่างสุภาพ)
会場,かいじょう,"venue, meeting place",JLPT JLPT_N4,rYhMPU9-hG,"สถานที่จัดงาน, จุดนัดพบ"
笑う,わらう,"to laugh, to smile",JLPT JLPT_N4,y~ow$kbx8M,หัวเราะ ยิ้ม
運ぶ,はこぶ,"to transport, to carry",Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,v9DX2R5H-S,"ขนส่ง, แบกหาม"
文学,ぶんがく,literature,Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,"lUX,?(3;D]",วรรณกรรม
光,ひかり,light,JLPT JLPT_N4,qZgkVt9uh<,แสงสว่าง
お見舞い,おみまい,"calling on someone who is ill, visit",JLPT JLPT_N4,vi}b>#%^FD,ไปเยี่ยมเยียนผู้ป่วย
席,せき,a seat,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,frRhF)UU}W,ที่นั่ง
～様,～さま,"Mr., Mrs., Ms.",JLPT JLPT_N4,JidByAlQoq,"นาย, นาง, นางสาว"
ご存じ,ごぞんじ,"knowing, acquaintance",JLPT JLPT_N4,k8%o+}YbEd,"รู้จักกัน, สนิทสนม"
下る,さがる,"to descend, to drop, to fall",JLPT JLPT_N4,oX|5UGkIW2,"ลง, ตก, ร่วงหล่น"
字,じ,letter; character,Genki Genki_Ln.20 JLPT JLPT_N4,paD_A<.{(!,ตัวอักษร; อักขระ
アジア,アジア,Asia,JLPT JLPT_N4,"Q{IM`lB,o7",เอเชีย
褒める,ほめる,to praise; to say nice things,Genki Genki_Ln.21 JLPT JLPT_N4,!.H?[6|B.,เพื่อชมเชย; เพื่อพูดสิ่งดีๆ
空く,すく,"to be empty (in reference to people), to be less crowded",JLPT JLPT_N4,fg<?z[S^C:,ว่างเปล่า (ในแง่ของจำนวนคน) แออัดน้อยลง
あ,あ,Ah,JLPT JLPT_N4,qc]3W&Jc<m,อ่า
最も,もっとも,most,JLPT JLPT_N4,TJ2Lm-F`{,ที่สุด
合う,あう,"to fit, to match",JLPT JLPT_N4,OAIc&<q]o$,เพื่อให้พอดี เพื่อให้เข้ากันได้
～代,～だい,~ age; period,JLPT JLPT_N4,y4r%$Sls[D,~ อายุ; ช่วงเวลา
最後,さいご,"last, end",JLPT JLPT_N4,P^V7$JoB=L,สุดท้าย จบ
値段,ねだん,price,JLPT JLPT_N4,E3[j8aN}XJ,ราคา
退院,たいいんする,leaving hospital,JLPT JLPT_N4,E-^*b8-xhX,ออกจากโรงพยาบาล
展覧会,てんらんかい,exhibition,JLPT JLPT_N4,PN~#oqMNRx,นิทรรศการ
久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,"J`#Y!H,,<%",นานมากแล้ว; เป็นครั้งแรกในรอบหลายปี
カーテン,カーテン,curtain,Genki Genki_Ln.18 JLPT JLPT_N4,NFW!?qkYyo,ม่าน
汽車,きしゃ,train (steam),JLPT JLPT_N4,KH0a_3!CiN,รถไฟ (ไอน้ำ)
遅れる,おくれる,to (be) become late,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,rDxLnq^]Ph,มาสาย
見つかる,みつかる,"to be found (v.i.), to be discovered",JLPT JLPT_N4,b>m8LlfHOm,"พบ (กริยาไม่ต้องการกรรม), ถูกค้นพบ"
召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Fa=r1a7`zE,-- รูปแสดงเกียรติของ רべる (たべる) และ 飲む (のむ) --
太る,ふとる,to gain weight,Genki Genki_Ln.7 JLPT JLPT_N4,BN&?E=z3*H,เพื่อเพิ่มน้ำหนัก
注射,ちゅうしゃ,injection,JLPT JLPT_N4,lG`+>+=?Os,การฉีด
様,よう,"way, manner, kind",JLPT JLPT_N4,t[MNQO-W6,"วิธีการ, กิริยามารยาท, ความเมตตา"
～おき,～おき,after every ~,JLPT JLPT_N4,ISv;l<*PQR,หลังจากทุกๆ ~
最初,さいしょ,"beginning, first",JLPT JLPT_N4,uJfgbAk&PM,"จุดเริ่มต้น, แรก"
御～,ご～,honorable ~,JLPT JLPT_N4,b?YXE$9w]A,ผู้ทรงเกียรติ ~
安心,あんしん,"peace of mind, relief",JLPT JLPT_N4,C^vt]hY6vW,ความสบายใจ ความโล่งใจ
直る,なおる,to be fixed,JLPT JLPT_N4,wOi%P<vl?O,ต้องแก้ไข
集める,あつめる,"to collect, to gather (v.t.), to assemble",Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,OW4zN$vq<h,"รวบรวม, เก็บ (กริยา), ประกอบ"
直す,なおす,to correct (v.t.); to fix,Genki Genki_Ln.16 JLPT JLPT_N4,g9g}aXNY+w,แก้ไข (กริยา); ซ่อมแซม
続く,つづく,to be continued,JLPT JLPT_N4,"I,82^s2,ha",โปรดติดตามตอนต่อไป
先輩,せんぱい,senior members of a group,Genki Genki_Ln.22 JLPT JLPT_N4,iQ7T^oqMw-,สมาชิกอาวุโสของกลุ่ม
約束,やくそく,"arrangement, appointment, promise",Genki Genki_Ln.13 JLPT JLPT_N4,gG#1gGEk5+,การจัดเตรียม การนัดหมาย คำสัญญา
世話,せわする,looking after; to look after,JLPT JLPT_N4,u{y[j%Z9W2,ดูแล; คอยดูแล
近所,きんじょ,neighborhood,JLPT JLPT_N4,hCRlD3m.g(,ละแวกบ้าน
将来,しょうらい,(in the) future; prospects,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,y@QKAOSu|U,ในอนาคต; โอกาส
億,おく,hundred million,JLPT JLPT_N4,iX-FN@Kj?p,ร้อยล้าน
数学,すうがく,mathematics,JLPT JLPT_N4,EO5o6*tgn9,คณิตศาสตร์
文化,ぶんか,culture,Genki Genki_Ln.19 JLPT JLPT_N4,z%ky|Q={QQ,วัฒนธรรม
払う,はらう,to pay,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,i~kIT)jn~k,เพื่อจ่าย
習慣,しゅうかん,custom (in reference to culture),JLPT JLPT_N4,v)1shr#hf=,ธรรมเนียมปฏิบัติ (ในบริบทของวัฒนธรรม)
焼ける,やける,"to burn, to be roasted",JLPT JLPT_N4,ws>!BOMOtu,"เผาไหม้, ย่าง"
君,きみ,you (informal for men),JLPT JLPT_N4,P|5<lpF.:2,คุณ (คำไม่เป็นทางการสำหรับผู้ชาย)
冷える,ひえる,"to grow cold, to cool down",JLPT JLPT_N4,np-S*rxEi@,"เย็นลง, ทำให้เย็นลง"
点く,つく,"to be started, to be switched on",JLPT JLPT_N4,s+|BHBlyTh,ต้องเริ่มต้น ต้องเปิดใช้งาน
この間,このあいだ,"the other day, recently",Genki Genki_Ln.16 JLPT JLPT_N4,c(L)|Hc$oD,เมื่อไม่กี่วันที่ผ่านมานี้เอง
格好,かっこう,"appearance, manner, shape, form, posture",JLPT JLPT_N4,j4zgBW-)uI,"ลักษณะภายนอก, ท่าทาง, รูปร่าง, รูปแบบ, ท่วงท่า"
かまう,,"to mind, to care about, to be concerned about",JLPT JLPT_N4,l%US3Ov|)s,"ใส่ใจ, ห่วงใย, กังวลใจ"
続ける,つづける,"to continue, to keep up",Genki Genki_Ln.21 JLPT JLPT_N4,Dmf=K4sY#J,เพื่อดำเนินการต่อ เพื่อให้ทันต่อ
落す,おとす,"to drop, to lose",JLPT JLPT_N4,p0#ZhzpH-},"ตกหล่น, สูญเสีย"
明日,あす,tomorrow,JLPT JLPT_N4,ITR}TzQQ.H,พรุ่งนี้
出発,しゅっぱつする,departure,JLPT JLPT_N4,hH4(GI}wN&,การออกเดินทาง
拝見,はいけんする,"(humble) (polite) seeing, look at",JLPT JLPT_N4,udBE2Kt)`=,(อย่างถ่อมตน) (อย่างสุภาพ) การมองเห็น การมองดู
割れる,われる,to break,JLPT JLPT_N4,G?t1hbgS`?,เพื่อทำลาย
背中,せなか,back (of body),JLPT JLPT_N4,hg%3^*8ICS,ด้านหลัง (ของร่างกาย)
新聞社,しんぶんしゃ,newspaper company,JLPT JLPT_N4,m^QI_$65r>,บริษัทหนังสือพิมพ์
いじめる,いじめる,"to bully, to torment",Genki Genki_Ln.21 JLPT JLPT_N4,gd&LFipme&,กลั่นแกล้ง รังแก
回る、回す,まわる、まわす,"to go around, to revolve",JLPT JLPT_N4,OXe]%sDun3,"หมุนไปรอบๆ, วนรอบ"
～君,～くん,"Mr. (junior) ~, master ~",JLPT JLPT_N4,yqGP#fHaRj,"นาย (จูเนียร์) ~, นาย ~"
おっしゃる,おっしゃる,-- honorific expression for いう --,Genki Genki_Ln.19 JLPT JLPT_N4,Bv6:t/{x_6,-- สำนวนแสดงความเคารพ いō --
眠い,ねむい,"sleepy, drowsy",Genki Genki_Ln.10 JLPT JLPT_N4,g1)0|I<ucL,ง่วงนอน
濡れる,ぬれる,to get wet,JLPT JLPT_N4,"n,@-PdsLi~",เพื่อให้เปียก
倒れる,たおれる,"to collapse, to break down",JLPT JLPT_N4,k|Od:&*w$$,"พังทลาย, ล้มลง"
スーパー (マーケット),スーパー (マーケット),supermarket,JLPT JLPT_N4,DH3_3RD/FB,ซูเปอร์มาร์เก็ต
アクセサリー,アクセサリー,accessory,JLPT JLPT_N4,qvO-&Z#/h,อุปกรณ์เสริม
考える,かんがえる,to think (about); to consider,Genki Genki_Ln.18 JLPT JLPT_N4,"M,WdgwY$__",คิด (เกี่ยวกับ); พิจารณา
向かう,むかう,"to face, to go towards",JLPT JLPT_N4,sLFa<Dk5BC,"เผชิญหน้า, มุ่งหน้าไปยัง"
自由,じゆう,freedom,Genki Genki_Ln.22 JLPT JLPT_N4,lFnDZou.7G,เสรีภาพ
仕方,しかた,way (of doing something),JLPT JLPT_N4,AM]yYl5eIO,วิธีการ (ในการทำบางสิ่งบางอย่าง)
首,くび,neck,JLPT JLPT_N4,JPecz-JR}],คอ
程,ほど,"degree, extent",JLPT JLPT_N4,p%bF6rAi^7,"ระดับ, ขอบเขต"
代わり,かわり,"substitute, replacement",JLPT JLPT_N4,rZ#&qP#LLe,"ทดแทน, ทางเลือกอื่น"
失敗,しっぱい,"failure, mistake",JLPT JLPT_N4,KT@^}h^l+<,ความล้มเหลว ความผิดพลาด
工業,こうぎょう,(manufacturing) industry,JLPT JLPT_N4,kLOeCV|5Ly,อุตสาหกรรมการผลิต
移る,うつる,to move (from a house); to transfer (from a department); to shift,JLPT JLPT_N4,EwBssfbpE#,ย้าย (ออกจากบ้าน); โอนย้าย (จากแผนก); สับเปลี่ยน
スーツケース,スーツケース,suitcase,JLPT JLPT_N4,z<X.?7YIM*,กระเป๋าเดินทาง
ひげ,ひげ,beard,Genki Genki_Ln.17 JLPT JLPT_N4,OC&/lk8Sbt,หนวดเครา
研究室,けんきゅうしつ,the professor's office; laboratory,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,C=g-AqnF6#,ห้องทำงานของศาสตราจารย์; ห้องปฏิบัติการ
工場,こうじょう,factory,Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,zB*.:-`=4j,โรงงาน
紹介,しょうかい,an introduction,JLPT JLPT_N4,dT=BbRaUvW,บทนำ
けれど; けれども,けれど; けれども,"but, although",JLPT JLPT_N4,mDzGR2QZWc,แต่ถึงแม้ว่า
舟,ふね,"ship, boat",JLPT JLPT_N4,"B,m2(2B05a","เรือ, เรือเล็ก"
動く,うごく,to move,JLPT JLPT_N4,F~}14d`>!6,เพื่อเคลื่อนย้าย
～(に) ついて,～(に) ついて,"about, concerning",JLPT JLPT_N4,"s~K|,g+o=(",เกี่ยวกับ
コンサート,コンサート,concert,Genki Genki_Ln.9 JLPT JLPT_N4,c-Fil]C?m3,คอนเสิร์ต
虫,むし,insect,JLPT JLPT_N4,gn!@amuoHx,แมลง
優しい,やさしい,"kind (person), gentle (person), easy (problem)",Genki Genki_Ln.5 JLPT JLPT_N4,gfbdYDbw~Y,"ใจดี (คน), อ่อนโยน (คน), ง่าย (ปัญหา)"
コンピュータ; コンピューター,コンピュータ; コンピューター,computer,JLPT JLPT_N4,i=KlAInS10,คอมพิวเตอร์
植える,うえる,to plant,JLPT JLPT_N4,M>_C}7!LEs,ปลูก
両方,りょうほう,"both sides, both parties",JLPT JLPT_N4,w+8nx7:F3*,ทั้งสองฝ่าย ทั้งสองพรรค
汚れる,よごれる,to become dirty,JLPT JLPT_N4,yxTJ>uc(`r,สกปรก
水泳,すいえい,swimming,JLPT JLPT_N4,p8o.J&l.y:,การว่ายน้ำ
経験,けいけんする,experience,JLPT JLPT_N4,f+zL`Y7buD,ประสบการณ์
勝つ,かつ,to win,JLPT JLPT_N4,vi?&`a{.eH,เพื่อชัยชนะ
砂,すな,sand,JLPT JLPT_N4,"v^,Hr#Vg!e",ทราย
警察,けいさつ,police; police station,Genki Genki_Ln.21 JLPT JLPT_N4,Cqbq5lE;g6,ตำรวจ; สถานีตำรวจ
取り替える,とりかえる,"to exchange, to replace",JLPT JLPT_N4,fAPL%{p!|p,"แลกเปลี่ยน, แทนที่"
急ぐ,いそぐ,"to hurry, to be in a hurry, to rush",Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,C+o)~b82kd,"รีบร้อน, กำลังรีบร้อน, รีบเร่ง"
簡単,かんたん,simple,JLPT JLPT_N4,oG^L}3iGdF,เรียบง่าย
参る,まいる,humble expression for 行く and 来る,Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,dY_fG(MyTI,สำนวนที่ถ่อมตัวสำหรับ行く และ 来ル
全然,ぜんぜん,"not at all; wholly, entirely",JLPT JLPT_N4,iJGs=<smMr,ไม่เลย โดยสิ้นเชิง อย่างสมบูรณ์
特別,とくべつ,special,JLPT JLPT_N4,w*:rZ|MXHf,พิเศษ
復習,ふくしゅう,"review (of lessons), revision",JLPT JLPT_N4,O40vK?08(g,การทบทวน (บทเรียน) การแก้ไข
間に合う,まにあう,to be in time for,JLPT JLPT_N4,l3xWb^IMb,เพื่อให้ทันเวลา
役に立つ,やくにたつ,"to be helpful, to be useful",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Bodoj{2=?#,เพื่อช่วยเหลือ เพื่อให้เกิดประโยชน์
もうすぐ,もうすぐ,very soon; in a few moments; days,Genki Genki_Ln.12 JLPT JLPT_N4,cr{2h{c->,อีกไม่นาน; อีกไม่กี่นาที; อีกไม่กี่วัน
真中,まんなか,"middle, center",JLPT JLPT_N4,R5Bu:`G<@,"กลาง, ศูนย์กลาง"
戻る,もどる,to return (v.i.); to come back,Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,g9-rOAl2<k,กลับมา (กริยา); กลับมาอีกครั้ง
研究,けんきゅう,"study, research, investigation",JLPT JLPT_N4,"r,JjBHrK!8",การศึกษา การวิจัย การสืบสวน
ケーキ,ケーキ,cake,Genki Genki_Ln.13 JLPT JLPT_N4,iADgmRoi>q,เค้ก
草,くさ,grass,JLPT JLPT_N4,CRSs:E15FF,หญ้า
込む,こむ,to be crowded,JLPT JLPT_N4,C3zU]</XPv,แออัด
この頃,このごろ,"these days, nowadays",Genki Genki_Ln.10 JLPT JLPT_N4,F2eeT8$KYX,ทุกวันนี้
訪ねる,たずねる,to visit,JLPT JLPT_N4,l{^{>8a$f>,เพื่อเยี่ยมชม
下げる,さげる,to lower (v.t.); to hang,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,mC:cy`3AnB,ลดลง (กริยา); แขวน
花見,はなみ,cherry-blossom viewing,JLPT JLPT_N4,ulvW_e[_zQ,การชมดอกซากุระ
途中,とちゅう,"on the way, midway",JLPT JLPT_N4,"qP[3T,bvTy","ระหว่างทาง, กลางทาง"
入院,にゅういんする,hospitalization,JLPT JLPT_N4,iB?^g:!ksb,การเข้ารักษาในโรงพยาบาล
乗り換える,のりかえる,"to transfer (trains), to change (bus, train, etc.)",JLPT JLPT_N4,Fu#~2.ajY<,"การเปลี่ยนขบวน (รถไฟ), การเปลี่ยนรถ (รถบัส, รถไฟ ฯลฯ)"
別れる,わかれる,"to part from, to separate",JLPT JLPT_N4,ova[fXA&]m,"แยกจากกัน, แยกออกจากกัน"
～町,～ちょう,the town of ~,JLPT JLPT_N4,"mf84}],`T,",เมือง ~
安全,あんぜん,"safety, security",JLPT JLPT_N4,x>KuTt~>`B,ความปลอดภัย การรักษาความปลอดภัย
看護婦,かんごふ,(female) nurse,JLPT JLPT_N4,Mvt??7-[{v,พยาบาล (หญิง)
見物,けんぶつ,sightseeing,JLPT JLPT_N4,z/6V9+.-]v,เที่ยวชมสถานที่
相談,そうだんする,consultation,JLPT JLPT_N4,"h,~$1#Tmi]",การปรึกษาหารือ
ガソリンスタンド,ガソリンスタンド,"gas station, service station",JLPT JLPT_N4,NoACr|m()D,ปั๊มน้ำมัน สถานีบริการน้ำมัน
テニス,テニス,tennis,Genki Genki_Ln.3 JLPT JLPT_N4,Bm|4X!fT~f,เทนนิส
眠る,ねむる,to sleep,JLPT JLPT_N4,H2kKiMD`}M,นอนหลับ
上がる,あがる,"to rise, to go up",JLPT JLPT_N4,cvVez@U$xD,"ขึ้น, ขึ้นไป"
翻訳,ほんやく,translation,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,q5u{4?O6M1,การแปล
食事,しょくじする,meal,JLPT JLPT_N4,K<!4=Wx(&),มื้อ
お陰,おかげ,thanks or owing to,JLPT JLPT_N4,y:GH2MLVp!,ขอบคุณหรือเนื่องด้วย
娘,むすめ,daughter (humble),JLPT JLPT_N4,D>Uc.0t(Pv,ลูกสาว (ถ่อมตน)
湯,ゆ,hot water,JLPT JLPT_N4,qZk(zY%Dgg,น้ำร้อน
競争,きょうそう,"competition, contest",JLPT JLPT_N4,G%KC6%zs?X,"การแข่งขัน, การประกวด"
会議,かいぎ,business meeting; conference,Genki Genki_Ln.21 JLPT JLPT_N4,O^:<Y%-[JT,การประชุมทางธุรกิจ; การประชุม
湖,みずうみ,lake,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,pP3.DL~IX-,ทะเลสาบ
集まる,あつまる,"to gather (v.i.), to collect",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,dj|VykRm7g,"รวบรวม (กริยาไม่ต้องการกรรม), เก็บสะสม"
～にくい,～にくい,difficult to do ~,JLPT JLPT_N4,m7`CbDBUYU,ยากที่จะทำ ~
生活,せいかつする,"living, life; to live",JLPT JLPT_N4,w`Fz_<nW/g,การดำรงชีวิต; การมีชีวิตอยู่
糸,いと,thread,JLPT JLPT_N4,IpR-(E.>}{,ด้าย
関係,かんけい,"relation(ship), connection",JLPT JLPT_N4,A95yiv24#q,ความสัมพันธ์ การเชื่อมต่อ
ピアノ,ピアノ,piano,Genki Genki_Ln.9 JLPT JLPT_N4,l~WqV~#3P+,เปียโน
～目,～め,"number ~ sequence, ~nd; ~th",JLPT JLPT_N4,E~pd/+U#PU,"หมายเลข ~ ลำดับ, ~nd; ~th"
番組,ばんぐみ,broadcast program,Genki Genki_Ln.15 JLPT JLPT_N4,A~P5;`m>{J,รายการออกอากาศ
急,きゅう,"urgent, sudden; steep",JLPT JLPT_N4,tI;p#VWdsZ,เร่งด่วน ฉับพลัน สูงชัน
棚,たな,"shelves, rack",JLPT JLPT_N4,u[EB{0+w?@,"ชั้นวางของ, ราวแขวน"
木綿,もめん,cotton,JLPT JLPT_N4,C1;C=MJBjh,ฝ้าย
輸出,ゆしゅつする,export,JLPT JLPT_N4,tgSB[Csamk,ส่งออก
タイプ,タイプ,"type, style",JLPT JLPT_N4,GKLj7~1p[w,"ประเภท, สไตล์"
すり,すり,pickpocket,JLPT JLPT_N4,"LZR2]zL[V,",นักล้วงกระเป๋า
嬉しい,うれしい,to be happy; to be glad,Genki Genki_Ln.13 JLPT JLPT_N4,"d;<k5,X?rJ",มีความสุข; ดีใจ
アルコール,アルコール,alcohol,JLPT JLPT_N4,g3}Or~C[qU,แอลกอฮอล์
ソフト,ソフト,soft; soft hat; software,JLPT JLPT_N4,D1{]Y{P=2b,นุ่ม; หมวกนุ่ม; ซอฟต์แวร์
