expression,reading,meaning,tags,guid,ความหมาย
物語,ものがたり,"tale, story, legend",JLPT JLPT_2 JLPT_3,b2F39/cX@{,"นิทาน, เรื่องเล่า, ตำนาน"
物事,ものごと,"things, everything",JLPT JLPT_2 JLPT_3,JYu;9)KWYP,สิ่งของ ทุกอย่าง
燃やす,もやす,to burn,JLPT JLPT_2 JLPT_3,h5FjFnJT{r,เพื่อเผา
模様,もよう,"pattern, figure, design",JLPT JLPT_2 JLPT_3,DCW6|C<9T),"ลวดลาย, รูปทรง, การออกแบบ"
文句,もんく,a complaint,JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11,"q,87=b37fY",การร้องเรียน
やがて,やがて,"before long, soon, at length",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,nlnms.mL_|,ในไม่ช้า เร็วๆ นี้ ในที่สุด
役,やく,"role, position",JLPT JLPT_2 JLPT_3,sc=i9?h^tQ,บทบาท ตำแหน่ง
約,やく,"approximately, about, some",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,L31l;C5Xp=,"ประมาณ, เกี่ยวกับ, บางส่วน"
訳,やく,translation,JLPT JLPT_2 JLPT_3,CmgPQjblgT,การแปล
訳す,やくす,to translate,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Cj2Ni~H!BW,เพื่อแปล
役割,やくわり,"assigning (allotment of) parts, role, duties",JLPT JLPT_2 JLPT_3,"jj*z,nk6$Z",การมอบหมาย (จัดสรร) ส่วนต่างๆ บทบาท หน้าที่
家賃,やちん,rent,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,Og7<v^:R8@,เช่า
厄介,やっかい,"trouble, burden, care",JLPT JLPT_2 JLPT_3,O_#+8qFx*C,ความลำบาก ภาระ การดูแล
宿,やど,"inn, lodging",JLPT JLPT_2 JLPT_3,F8A%9EzpfO,โรงแรม ที่พัก
雇う,やとう,"to employ, to hire",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,fsV)jU5lVf,"จ้างงาน, ว่าจ้าง"
屋根,やね,roof,JLPT JLPT_2 JLPT_3,K@]5qy=.%v,หลังคา
破る,やぶる,to tear; to violate; to defeat,JLPT JLPT_2 JLPT_3,Hc|1rO==::,ฉีก; ละเมิด; เอาชนะ
破れる,やぶれる,"to get torn, to wear out",JLPT JLPT_2 JLPT_3,Q>N&s5^Kb%,"ฉีกขาด, สึกหรอ"
辞める,やめる,to retire,JLPT JLPT_2 JLPT_3,J|2c^zFs0y,เพื่อเกษียณอายุ
やや,やや,"a little, partially, somewhat",JLPT JLPT_2 JLPT_3,OikgR+nKY0,เล็กน้อย บางส่วน บ้าง
唯一,ゆいいつ,"only, sole, unique",JLPT JLPT_2 JLPT_3,mNuH=kxM-E,หนึ่งเดียว หนึ่งเดียว ไม่เหมือนใคร
勇気,ゆうき,"courage, bravery, boldness",JLPT JLPT_2 JLPT_3,z0tdm#]12w,ความกล้าหาญ ความองอาจ ความเด็ดเดี่ยว
友好,ゆうこう,friendship,JLPT JLPT_2 JLPT_3,qSk@+t:._p,มิตรภาพ
有効,ゆうこう,"valid, effectual",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,iL.?i)%fKm,ถูกต้อง มีประสิทธิภาพ
優秀,ゆうしゅう,"superiority, excellence",JLPT JLPT_2 JLPT_3,O^v!ja{$6},ความเหนือกว่า ความเป็นเลิศ
優勝,ゆうしょう,"overall victory, championship",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Gxir)F$3h;,"ชัยชนะโดยรวม, แชมป์"
友情,ゆうじょう,"friendship, fellowship",JLPT JLPT_2 JLPT_3,hpnSza2$^g,มิตรภาพ ความสนิทสนม
友人,ゆうじん,friend (formal),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2,iE%IT=Qp]>,เพื่อน (แบบทางการ)
有能,ゆうのう,"able, capable, efficient",JLPT JLPT_2 JLPT_3,P0&QeU;_J8,มีความสามารถ มีประสิทธิภาพ
郵便,ゆうびん,"mail, postal service",JLPT JLPT_2 JLPT_3,y1Pm-8jy]k,จดหมาย บริการไปรษณีย์
ユーモア,ユーモア,humor,JLPT JLPT_2 JLPT_3,df%[k|%u*+,อารมณ์ขัน
有利,ゆうり,"advantageous, better",JLPT JLPT_2 JLPT_3,H]2^aHqq32,ได้เปรียบ ดีกว่า
床,ゆか,floor,JLPT JLPT_2 JLPT_3,lG~]%rmVy|,พื้น
愉快,ゆかい,"pleasant, happy",JLPT JLPT_2 JLPT_3,"o,+Kowdko`",น่าพึงพอใจ มีความสุข
譲る,ゆずる,"to turn over, to assign, to hand over",JLPT JLPT_2 JLPT_3,Hvg@/iJB}O,ส่งมอบ มอบหมาย โอนย้าย
豊か,ゆたか,"abundant, wealthy, plentiful, rich",JLPT JLPT_2 JLPT_3,"d9lbZ0yM,{",อุดมสมบูรณ์ มั่งคั่ง มากมาย มั่งคั่ง
茹でる,ゆでる,to boil,JLPT JLPT_2 JLPT_3,vocx6RiGG7,ต้ม
許す,ゆるす,"to permit, to allow, to approve",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,jUZ.+k2dQs,"อนุญาต, ยินยอม, อนุมัติ"
夜,よ,"evening, night",JLPT JLPT_2 JLPT_3,O|UO#;VR|i,ตอนเย็น กลางคืน
夜明け,よあけ,"dawn, daybreak",JLPT JLPT_2 JLPT_3,P]gvvnr3UX,"รุ่งอรุณ, แสงอรุณ"
酔う,よう,to get drunk,JLPT JLPT_2 JLPT_3,Nw#Iv9NMME,ดื่มจนเมา
容易,ようい,"easy, simple, plain",JLPT JLPT_2 JLPT_3,P+bB1Di`Ky,ง่าย เรียบง่าย ตรงไปตรงมา
容器,ようき,"container, vessel",JLPT JLPT_2 JLPT_3,iaea{|Cg@:,"ภาชนะ, เรือ"
陽気,ようき,"season, weather, cheerfulness",JLPT JLPT_2 JLPT_3,u51di;kV4W,ฤดูกาล สภาพอากาศ ความร่าเริง
要求,ようきゅう,"request, demand",JLPT JLPT_2 JLPT_3,nvC?4QsNf},"คำขอ, ความต้องการ"
用心,ようじん,"care, precaution, caution",JLPT JLPT_2 JLPT_3,Flc5De-&7.,"ความระมัดระวัง, การระมัดระวัง, ความรอบคอบ"
様子,ようす,"aspect, state, appearance",JLPT JLPT_2 JLPT_3,A7/`ZQ{`>8,"ลักษณะ, สถานะ, รูปลักษณ์"
要するに,ようするに,"in a word, after all, in short …",JLPT JLPT_2 JLPT_3,FOjPBhXtfP,กล่าวโดยสรุปแล้ว...
要素,ようそ,element,JLPT JLPT_2 JLPT_3,GZk%&=rm6%,องค์ประกอบ
要点,ようてん,"gist, main point",JLPT JLPT_2 JLPT_3,Qs5wBsMZ.},"ใจความสำคัญ, ประเด็นหลัก"
曜日,ようび,day of the week,JLPT JLPT_2 JLPT_3,H-|U<zuUTq,วันในสัปดาห์
ヨーロッパ,ヨーロッパ,Europe,JLPT JLPT_2 JLPT_3,cEJaT(aXg,ยุโรป
予期,よき,"expectation, forecast",JLPT JLPT_2 JLPT_3,k(Z/4d8ciX,ความคาดหวัง การพยากรณ์
横切る,よこぎる,"to cross (e.g., arms), to traverse",JLPT JLPT_2 JLPT_3,ba+_Ekz}4>,ข้าม (เช่น แขน) ข้ามผ่าน
汚す,よごす,"to pollute, to make dirty",JLPT JLPT_2 JLPT_3,gASRu}ar&],ทำให้เป็นมลพิษ ทำให้สกปรก
予算,よさん,"estimate, budget",JLPT JLPT_2 JLPT_3,k15uOKT$nk,ประมาณการ งบประมาณ
止す,よす,"to cease, to give up",JLPT JLPT_2 JLPT_3,g87)Rqp|@G,"เลิก, ยอมแพ้"
寄せる,よせる,"to collect, to gather, to put aside",JLPT JLPT_2 JLPT_3,M9{&7Gc5&~,"รวบรวม, เก็บสะสม, กันไว้"
予測,よそく,"prediction, estimation",JLPT JLPT_2 JLPT_3,E(^1aDIi!6,การทำนาย การประมาณค่า
ヨット,ヨット,yacht,JLPT JLPT_2 JLPT_3,G/C^ah63g_,ยอชต์
夜中,よなか,"midnight, dead of night",JLPT JLPT_2 JLPT_3,QTA:28I)zV,เที่ยงคืน กลางดึก
世の中,よのなか,"society, the world",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,zQaur22G#@,สังคม โลก
余分,よぶん,"extra, excess, surplus",JLPT JLPT_2 JLPT_3,uLcn4c5r}h,"ส่วนเกิน, มากเกิน, เหลือเฟือ"
予報,よほう,"forecast, prediction",JLPT JLPT_2 JLPT_3,CpZ2Kf3K1p,การพยากรณ์ การคาดการณ์
予防,よぼう,"prevention, protection against",JLPT JLPT_2 JLPT_3,rDZhF+<_&},การป้องกัน การคุ้มครองจาก
読み,よみ,reading,JLPT JLPT_2 JLPT_3,K?H`Don1~V,การอ่าน
嫁,よめ,"bride, daughter-in-law",JLPT JLPT_2 JLPT_3,oRq&EQjfdU,"เจ้าสาว, ลูกสะใภ้"
余裕,よゆう,excess; surplus,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,E;;B#u-gwT,ส่วนเกิน; ส่วนที่เหลือ
より,より,"twist, ply",JLPT JLPT_2 JLPT_3,"P,gDgn3/%z","บิด, พัน"
因る,よる,to come from,JLPT JLPT_2 JLPT_3,bk:?0yP.}A,มาจาก
喜び,よろこび,"joy, pleasure, rejoicing",JLPT JLPT_2 JLPT_3,K+wNM)/!OH,ความสุข ความเพลิดเพลิน ความยินดี
よろしく (かん),よろしく (かん),"best regards, please remember me",JLPT JLPT_2 JLPT_3,uLM;15kvNe,ด้วยความเคารพอย่างสูง โปรดระลึกถึงฉันด้วย
四,よん,four,JLPT JLPT_2 JLPT_3,FT^HSOQQHt,สี่
来,らい～,next ~,JLPT JLPT_2 JLPT_3,A=wX.vJ`;k,ถัดไป ~
ライター,ライター,lighter; writer,JLPT JLPT_2 JLPT_3,NgUl4>*Khu,ไฟแช็ก; นักเขียน
楽,らく,"comfort, ease",JLPT JLPT_2 JLPT_3,DiE;3Dx>c<,ความสะดวกสบาย ความง่ายดาย
ラケット,ラケット,racket,JLPT JLPT_2 JLPT_3,rc5WF%qwi^,แร็กเก็ต
利益,りえき,"profits, gains",JLPT JLPT_2 JLPT_3,j{(4)&Jk(I,"กำไร, ผลประโยชน์"
理解,りかい,"understanding, comprehension",JLPT JLPT_2 JLPT_3,kKF%t{|4d1,"ความเข้าใจ, การรับรู้"
陸,りく,"land, shore",JLPT JLPT_2 JLPT_3,f7mi}zh7:U,แผ่นดิน ชายฝั่ง
利口,りこう,"clever, shrewd, bright",JLPT JLPT_2 JLPT_3,fywFMWmChi,ฉลาด หลักแหลม เฉลียวฉลาด
離婚,りこん,divorce,JLPT JLPT_2 JLPT_3,PI9p-(a/mR,หย่า
理想,りそう,ideal,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,Ev]+?).P_6,ในอุดมคติ
率,りつ,"rate, ratio, percentage",JLPT JLPT_2 JLPT_3,s+WV`q_zTd,"อัตรา, สัดส่วน, เปอร์เซ็นต์"
留学,りゅうがく,studying abroad,JLPT JLPT_2 JLPT_3,jA_j8gA?Xq,การศึกษาต่อต่างประเทศ
流行,りゅうこう,"fashionable, fad, prevailing",JLPT JLPT_2 JLPT_3,oDwVFzWRDw,"ทันสมัย, กระแส, แพร่หลาย"
量,りょう,"quantity, amount",JLPT JLPT_2 JLPT_3,EL&y=qJ[p],"ปริมาณ, จำนวน"
寮,りょう,"hostel, dormitory",Genki_Ln.17 JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2 Genki,v~j5~V9)9G,"หอพัก, หอพักรวม"
両替,りょうがえ,"change, money exchange",JLPT JLPT_2 JLPT_3,d:;<z]06Bi,การแลกเปลี่ยนเงิน
料金,りょうきん,"fee, charge, fare",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,zVvm;g>0?l,"ค่าธรรมเนียม, ค่าบริการ, ค่าโดยสาร"
例,れい,"instance, example, case",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,kB-8@n:7>K,"ตัวอย่าง, กรณี"
礼,れい,expression of gratitude; bow,JLPT JLPT_2 JLPT_3,EZ&Acuix#;,การแสดงความขอบคุณ; การโค้งคำนับ
例外,れいがい,exception,JLPT JLPT_2 JLPT_3,tw6[F{cyVX,ข้อยกเว้น
礼儀,れいぎ,"manners, courtesy, etiquette",JLPT JLPT_2 JLPT_3,Gd12dxU_~f,มารยาท ความสุภาพ การวางตัว
冷静,れいせい,"calm, coolness",JLPT JLPT_2 JLPT_3,B49T]&wBB/,ความสงบ ความเยือกเย็น
列,れつ,"queue, line, row",JLPT JLPT_2 JLPT_3,xG=0sSj|M],"คิว, แถว, แถว"
列車,れっしゃ,train (ordinary),JLPT JLPT_2 JLPT_3,QT2^`L&p0(,รถไฟ (ธรรมดา)
レベル,レベル,level,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,zpbh!KoN[L,ระดับ
連想,れんそう,"association (of ideas), suggestion",JLPT JLPT_2 JLPT_3,"NQ21Zh,%s4",การเชื่อมโยง (ของความคิด) การเสนอแนะ
連続,れんぞく,"consecutive, continuity, continuing",JLPT JLPT_2 JLPT_3,ODN;p&H}o6,"ต่อเนื่อง, ความต่อเนื่อง, ดำเนินต่อไป"
老人,ろうじん,"the aged, old person",JLPT JLPT_2 JLPT_3,Fz<ozu`hKp,"คนแก่, คนชรา"
労働,ろうどう,"labor, work",JLPT JLPT_2 JLPT_3,svW#2;;Cv:,"แรงงาน, งาน"
ロケット,ロケット,"locket, rocket",JLPT JLPT_2 JLPT_3,s>l2C%ZS6!,"จี้, จรวด"
論じる,ろんじる,"to argue, to discuss",JLPT JLPT_2 JLPT_3,PV@[>Orc)!,"โต้แย้ง, อภิปราย"
論争,ろんそう,"controversy, dispute",JLPT JLPT_2 JLPT_3,OnROo#.Af[,ข้อโต้แย้ง ข้อพิพาท
論文,ろんぶん,"thesis, paper",JLPT JLPT_2 JLPT_3,x9Y&i=]xwo,"วิทยานิพนธ์, บทความ"
輪,わ,"ring, hoop, circle",JLPT JLPT_2 JLPT_3,FnX+2P-4%V,"แหวน, ห่วง, วงกลม"
ワイン,ワイン,wine,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,k_34Ad?RbL,ไวน์
わがまま,わがまま,"selfishness, egoism, willfulness",JLPT JLPT_2 JLPT_3,EZq`y]jF5A,ความเห็นแก่ตัว ความเย่อหยิ่ง ความดื้อรั้น
別れ,わかれ,"parting, separation, farewell",JLPT JLPT_2 JLPT_3,OMtj+e3iBn,การจากลา การแยกจาก การอำลา
分かれる,わかれる,"to branch off, to diverge from",JLPT JLPT_2 JLPT_3,"h3]%FQ}r,e","แยกสาขาออกไป, ต่างจากเดิม"
脇,わき,side,JLPT JLPT_2 JLPT_3,jKWknj-GZC,ด้านข้าง
湧く,わく,"to boil, to grow hot",JLPT JLPT_2 JLPT_3,eVR+00~Wm,"เดือด, ร้อนขึ้น"
分ける,わける,"to divide, to separate",JLPT JLPT_2 JLPT_3,o0j(Vbh=Dm,"แบ่ง, แยกออกจากกัน"
わざと,わざと,on purpose,JLPT JLPT_2 JLPT_3,viYnUwNT3<,โดยเจตนา
僅か,わずか,"only, merely, a little",JLPT JLPT_2 JLPT_3,q2B/3.([A6,เพียงนิดเดียว เพียงเล็กน้อย
綿,わた,cotton,JLPT JLPT_2 JLPT_3,v86=9+m*Zo,ฝ้าย
話題,わだい,"topic, subject",JLPT JLPT_2 JLPT_3,z8.CmK<Fdr,"หัวข้อ, เรื่อง"
笑い,わらい,"laugh, laughter, smile",JLPT JLPT_2 JLPT_3,DQ4$VTV1]U,หัวเราะ หัวเราะ ยิ้ม
割る,わる,"to divide, to break",JLPT JLPT_2 JLPT_3,oEUIbaXq]C,"แบ่งแยก, ทำให้แตกออก"
悪口,わるくち,"abuse, insult",JLPT JLPT_2 JLPT_3,"d]Rs;YIR,B",การด่าทอ การดูถูก
我々,われわれ,we,JLPT JLPT_2 JLPT_3,E2(6GHR8(/,เรา
湾,わん,"bay, gulf, inlet",JLPT JLPT_2 JLPT_3,P6{jsCe:#w,"อ่าว, อ่าวเล็ก, ปากอ่าว"
椀,わん,bowl,JLPT JLPT_2 JLPT_3,l4kkf<]hlo,ชาม
碗,わん,bowl,JLPT JLPT_2 JLPT_3,jaH28ERkuW,ชาม
悪,あく,"evil, vice",JLPT_1 JLPT JLPT_3,Q1DWi+VRb<,"ความชั่วร้าย, ความเลวทราม"
当り,あたり,"hit, success, reaching the mark",JLPT_1 JLPT JLPT_3,pvdd^T@ma/,"ประสบความสำเร็จ, บรรลุเป้าหมาย"
アップ,アップ,up,JLPT_1 JLPT JLPT_3,A[u&?[.Bro,ขึ้น
宛てる,あてる,"to address, to put",JLPT_1 JLPT JLPT_3,l&CGpg$n)R,เพื่อจัดการ เพื่อวาง
アンケート,アンケート,"questionnaire (FRE: enquete), survey",JLPT_1 JLPT JLPT_3,"jvw,M=`Mc4",แบบสอบถาม (FRE: enquete) แบบสำรวจ
異,い,difference (of opinion),JLPT_1 JLPT JLPT_3,KWy%Q&s$/y,ความแตกต่าง (ทางความคิดเห็น)
意,い,will,JLPT_1 JLPT JLPT_3,ue.p8Uogo],จะ
医院,いいん,"doctor's office (surgery), clinic",JLPT_1 JLPT JLPT_3,cxetSKwBbl,"ห้องตรวจของแพทย์ (ศัลยกรรม), คลินิก"
怒り,いかり,anger,JLPT_1 JLPT JLPT_3,eag:XoP`Iu,ความโกรธ
粋,いき,"chic, style, purity",JLPT_1 JLPT JLPT_3,ugWhTIM%@o,ความเก๋ไก๋ สไตล์ ความบริสุทธิ์
意地,いじ,"disposition, spirit, obstinacy, appetite",JLPT_1 JLPT JLPT_3,Bt*R$hF@~7,อุปนิสัย จิตใจ ความดื้อรั้น ความอยากอาหาร
依然,いぜん,"still, as yet",JLPT_1 JLPT JLPT_3,gx*_AN|$_R,"ยังคง, จนถึงปัจจุบัน"
傷める,いためる,"to damage, to impair, to spoil",JLPT_1 JLPT JLPT_3,uF3-=@-Bpo,ทำให้เสียหาย ทำให้เสื่อมเสีย ทำให้เน่าเสีย
炒める,いためる,to stir-fry,JLPT_1 JLPT JLPT_3,"G^,`T^H<Y$",เพื่อผัด
一帯,いったい,"a region, the whole place",JLPT_1 JLPT JLPT_3,DAOK/%LCS(,ภูมิภาค สถานที่ทั้งหมด
異動,いどう,"a change, transfer",JLPT_1 JLPT JLPT_3,ew^/izF?S5,การเปลี่ยนแปลง การโอน
衣料,いりょう,clothing,JLPT_1 JLPT JLPT_3,gj0|x/@YEn,เสื้อผ้า
渦,うず,swirl,JLPT_1 JLPT JLPT_3,sfWs{S%^qV,หมุน
埋まる,うまる,"to be buried, to be filled",JLPT_1 JLPT JLPT_3,7lK)HuokX,เพื่อฝัง เพื่อถม
産む,うむ,"to give birth (v.t.), to deliver, to produce",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,r|}xM1gEOl,"ให้กำเนิด (กริยา), คลอด, ผลิต"
縁,えん,"chance, tie, relationship",JLPT_1 JLPT JLPT_3,oaiH%ZtU~K,"โอกาส, ผูก, ความสัมพันธ์"
尾,お,"tail, ridge",JLPT_1 JLPT JLPT_3,wE6#3`(P-s,"หาง, สัน"
負う,おう,"to bear, to owe",JLPT_1 JLPT JLPT_3,u~;tItu4oL,"แบกรับ, เป็นหนี้"
遅れ,おくれ,"delay, lag",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,l%9;2PC4x+,"ความล่าช้า, การหน่วงเวลา"
教え,おしえ,"teachings, doctrine",JLPT_1 JLPT JLPT_3,xPgyX4=PH+,คำสอน หลักคำสอน
驚き,おどろき,"surprise, astonishment, wonder",JLPT_1 JLPT JLPT_3,uYPDwf:Xey,ความประหลาดใจ ความตกตะลึง ความอัศจรรย์
織る,おる,to weave,JLPT_1 JLPT JLPT_3,H-^?L/FUtJ,เพื่อทอ
欠く,かく,"to lack, to crack",JLPT_1 JLPT JLPT_3,"y:z4,KW,Y-","ขาดแคลน, แตกหัก"
角,かく,angle,JLPT_1 JLPT JLPT_3,Q3RPtFjJo6,มุม
核,かく,"nucleus, kernel",JLPT_1 JLPT JLPT_3,e?}Lbq98=N,"นิวเคลียส, แก่น"
格,かく,"status, character, case",JLPT_1 JLPT JLPT_3,Bd<&>IEN#(,"สถานะ, ตัวละคร, กรณี"
学歴,がくれき,academic background,JLPT_1 JLPT JLPT_3,"oJD!i#Ghj,",ประวัติการศึกษา
駆ける,かける,to run,JLPT_1 JLPT JLPT_3,AlwjF+uaKO,วิ่ง
賭ける,かける,"to bet, to risk, to gamble",JLPT_1 JLPT JLPT_3,dX$E2ISF?E,การเดิมพัน การเสี่ยง การพนัน
課題,かだい,"subject, theme, task",JLPT_1 JLPT JLPT_3,JNxi3:**/$,"หัวข้อ, ธีม, งาน"
片付け,かたづけ,"tidying up, finishing",JLPT_1 JLPT JLPT_3,b8#*+`Yer.,"จัดระเบียบให้เรียบร้อย, ทำให้เสร็จ"
加味,かみ,"seasoning, flavoring",JLPT_1 JLPT JLPT_3,IDJ]6]i7Jx,"เครื่องปรุงรส, แต่งกลิ่นรส"
借り,かり,"borrowing, debt, loan",JLPT_1 JLPT JLPT_3,eJ@~/@E_cp,"การกู้ยืม, หนี้สิน, เงินกู้"
狩り,かり,hunting,JLPT_1 JLPT JLPT_3,F*!5GCg4U&,การล่าสัตว์
管,かん,"pipe, tube",JLPT_1 JLPT JLPT_3,fcs)GZ>f[[,"ท่อ, หลอด"
～観,かん,"feeling, view",JLPT_1 JLPT JLPT_3,L#gN7p7zR4,ความรู้สึก มุมมอง
癌,がん,cancer,JLPT_1 JLPT JLPT_3,"p~,cAC,D+|",มะเร็ง
刊行,かんこう,"publication, issue",JLPT_1 JLPT JLPT_3,M#=U8)QH)D,สิ่งพิมพ์ ฉบับ
慣行,かんこう,"customary practice, habit, traditional event",JLPT_1 JLPT JLPT_3,xk+2IzF[p%,"ธรรมเนียมปฏิบัติ, ประเพณี, เหตุการณ์ตามประเพณี"
歓声,かんせい,"cheer, shout of joy",JLPT_1 JLPT JLPT_3,"w6B,F.u4!.",เสียงเชียร์ เสียงตะโกนด้วยความยินดี
官僚,かんりょう,"bureaucrat, bureaucracy",JLPT_1 JLPT JLPT_3,vh@[V;%&ao,"ข้าราชการ, ระบบราชการ"
器官,きかん,"organ (of body, instrument)",JLPT_1 JLPT JLPT_3,N2?AghIU$R,"อวัยวะ (ของร่างกาย, เครื่องมือ)"
季刊,きかん,"quarterly (e.g., magazine)",JLPT_1 JLPT JLPT_3,I;$Bk_n?X#,รายไตรมาส (เช่น นิตยสาร)
起源,きげん,"origin, beginning, rise",JLPT_1 JLPT JLPT_3,tlShs$oI^},ต้นกำเนิด จุดเริ่มต้น การเกิดขึ้น
機構,きこう,"mechanism, organization",JLPT_1 JLPT JLPT_3,i}B:Es]N)f,"กลไก, องค์กร"
築く,きずく,"to build, to establish",JLPT_1 JLPT JLPT_3,i^HMG^80!G,เพื่อสร้าง เพื่อสถาปนา
規制,きせい,regulation,JLPT_1 JLPT JLPT_3,CN`|`I@cQ2,ระเบียบข้อบังคับ
丘陵,きゅうりょう,hill,JLPT_1 JLPT JLPT_3,"E9ld1,7]!f",เนินเขา
協議,きょうぎ,"conference, discussion, negotiation",JLPT_1 JLPT JLPT_3,Q?<#X?Sj/E,การประชุม การอภิปราย การเจรจา
享受,きょうじゅ,"enjoyment, being given",JLPT_1 JLPT JLPT_3,QIS<k>N.yl,ความเพลิดเพลินที่ได้รับ
協調,きょうちょう,"co-operation, conciliation, harmony",JLPT_1 JLPT JLPT_3,q1MP[9CeAj,ความร่วมมือ การปรองดอง ความกลมกลืน
切り,きり,"limits, place to leave off",JLPT_1 JLPT JLPT_3,B0AWr56JJ:,ขีดจำกัด จุดที่จะหยุดพัก
菌,きん,"germ, bacterium",JLPT_1 JLPT JLPT_3,tmpS/:#W86,"เชื้อโรค, แบคทีเรีย"
近視,きんし,nearsightedness,JLPT_1 JLPT JLPT_3,"NkNB,nl-$5",สายตาสั้น
苦,く,"trouble, worry, difficulty",JLPT_1 JLPT JLPT_3,rAG1%p4z{~,ปัญหา ความกังวล ความยากลำบาก
群,ぐん,group,JLPT_1 JLPT JLPT_3,"LN,Tx3PlR-",กลุ่ม
刑,けい,"penalty, sentence, punishment",JLPT_1 JLPT JLPT_3,"lZo,b@3#8r","โทษ, คำพิพากษา, การลงโทษ"
経緯,けいい,"sequence of events, course",JLPT_1 JLPT JLPT_3,vg;b<1L}X},"ลำดับเหตุการณ์, หลักสูตร"
計器,けいき,"meter, gauge",JLPT_1 JLPT JLPT_3,D|{=p=rf^U,"มิเตอร์, เกจ"
契機,けいき,"opportunity, chance",JLPT_1 JLPT JLPT_3,K8C9CieJaA,"โอกาส, ช่องทาง"
携帯,けいたい,carrying something; mobile telephone,JLPT_1 JLPT JLPT_3,IrGZ6yI4>+,กำลังถือสิ่งของ; โทรศัพท์มือถือ
形態,けいたい,"form, shape, figure",JLPT_1 JLPT JLPT_3,e/5N$:Z!T-,รูปทรง รูปร่าง
血管,けっかん,blood vessel,JLPT_1 JLPT JLPT_3,QbJ9AEIh9>,เส้นเลือด
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)",JLPT_1 JLPT JLPT_3,F-+3sLP~)5,"ลงมือทำ (ด้วยความมุ่งมั่น), ดำเนินการ (เช่น แผนงาน)"
件,けん,"matter, case, item",JLPT_1 JLPT JLPT_3,kQ?0ViPK+4,"เรื่อง, คดี, รายการ"
減少,げんしょう,"decrease, reduction, decline",JLPT_1 JLPT JLPT_3,k4_<}lhTb#,"ลดลง, การลดลง, การเสื่อมถอย"
公演,こうえん,public performance,JLPT_1 JLPT JLPT_3,H?FP7|9MSw,การแสดงต่อสาธารณะ
後悔,こうかい,"regret, repentance",JLPT_1 JLPT JLPT_3,Q1e2dQ@sG$,ความเสียใจ การสำนึกผิด
航海,こうかい,"sail, voyage",JLPT_1 JLPT JLPT_3,dFa`<B!Rly,"แล่นเรือ, การเดินทาง"
拘束,こうそく,"restriction, restraint",JLPT_1 JLPT JLPT_3,wAH|5]9<;T,"ข้อจำกัด, การยับยั้ง"
荒廃,こうはい,ruin,JLPT_1 JLPT JLPT_3,Pi<&-yXN08,ทำลาย
降伏,こうふく,"capitulation, surrender, submission",JLPT_1 JLPT JLPT_3,nz>D*v/PPD,"การยอมจำนน, การยอมแพ้, การยอมจำนน"
興奮,こうふん,"excitement, stimulation",JLPT_1 JLPT JLPT_3,uG+;eVvuCD,ความตื่นเต้น การกระตุ้น
語句,ごく,"words, phrases",JLPT_1 JLPT JLPT_3,IeE<Oj.e6u,คำศัพท์ วลี
個々,ここ,"individual, one by one",JLPT_1 JLPT JLPT_3,p2d:ics3}r,ทีละคน ทีละคน
故人,こじん,the deceased,JLPT_1 JLPT JLPT_3,i${0Y&niQE,ผู้เสียชีวิต
小銭,こぜに,"coins, small change",JLPT_1 JLPT JLPT_3,"e/(},oiNGD","เหรียญ, เงินทอน"
ことによると,ことによると,(depending on the circumstances),JLPT_1 JLPT JLPT_3,B{&~P5e&VY,(ขึ้นอยู่กับสถานการณ์)
コンテスト,コンテスト,contest,JLPT_1 JLPT JLPT_3,sp5g%^>}gq,การแข่งขัน
