expression,reading,meaning,tags,guid,ความหมาย
案じる,あんじる,"to be anxious, to ponder",JLPT_1 JLPT,A+tw-W2up/,รู้สึกกังวลใจ ครุ่นคิด
安静,あんせい,rest,JLPT_1 JLPT,m~/57eSA#(,พักผ่อน
案の定,あんのじょう,"sure enough, as usual",JLPT_1 JLPT,hA}d;?>d]S,แน่นอน เหมือนเช่นเคย
いい加減,いいかげん,"random, irresponsible",JLPT_1 JLPT,m&1q/@m2Fo,สุ่มสี่สุ่มห้า ไร้ความรับผิดชอบ
言い訳,いいわけ,"excuse, explanation",JLPT_1 JLPT,bHn3PYYDDh,ข้อแก้ตัว คำอธิบาย
イェス,イェス,yes; Jesus,JLPT_1 JLPT,JNh+4Yr8ef,ใช่; พระเยซู
家出,いえで,running away from home,JLPT_1 JLPT,Q=S6%hckV-,หนีออกจากบ้าน
生かす,いかす,to keep something alive; to make use of,JLPT_1 JLPT,I!~Ls+W17l,เพื่อรักษาสิ่งใดสิ่งหนึ่งให้มีชีวิตอยู่; เพื่อใช้ประโยชน์
いかに,いかに,"how, in what way",JLPT_1 JLPT,wc[[YL_8xy,อย่างไร ด้วยวิธีใด
いかにも,いかにも,truly (same as 実に (じつに)),JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,pGTXJh*xKy,อย่างแท้จริง (เหมือนกับ 実に (じつに))
異議,いぎ,"objection, dissent, protest",JLPT_1 JLPT,Ipl}wWGO>v,"การคัดค้าน, การไม่เห็นด้วย, การประท้วง"
生き甲斐,いきがい,"something one lives for, very important",JLPT_1 JLPT,q|opo=i1Z%,สิ่งที่คนเรายึดมั่นและใช้ชีวิตอยู่เพื่อมัน สำคัญมาก
行き違い,いきちがい,"misunderstanding, disagreement",JLPT_1 JLPT,Kn3O$k3Ndh,ความเข้าใจผิด ความไม่ลงรอย
意気込む,いきごむ,to be enthusiastic about,JLPT_1 JLPT,"uCP,dS?ITJ",มีความกระตือรือร้นเกี่ยวกับ
育成,いくせい,"rearing, training, cultivation",JLPT_1 JLPT,xgDyhh?MvF,การเลี้ยงดู การฝึกฝน การเพาะปลูก
幾多,いくた,"many, numerous",JLPT_1 JLPT,sVgAdcK5_K,มากมาย นับไม่ถ้วน
"(花を〜) 生ける, 活ける",(はなを～) いける,to arrange (flowers),JLPT JLPT_1 MediaMissing,"cEGS[d,K$s",จัดดอกไม้
異見,いけん,"different opinion, objection",JLPT_1 JLPT,C`nnyFMEP*,ความคิดเห็นที่แตกต่าง การคัดค้าน
意向,いこう,"intention, idea, inclination",JLPT_1 JLPT,c<RmCn8fq1,เจตนา ความคิด ความโน้มเอียง
移行,いこう,switching over to,JLPT_1 JLPT,zCUU7WXKx4,เปลี่ยนไปใช้
いざ,いざ,"now, come (now), crucial moment",JLPT_1 JLPT,i:/h1W-xdl,ตอนนี้ ช่วงเวลาสำคัญ
移住,いじゅう,"migration, immigration",JLPT_1 JLPT,yfmy@>bgJz,การย้ายถิ่นฐาน การอพยพ
衣装,いしょう,"clothing, costume, outfit",JLPT_1 JLPT,JM:)/^6vfs,เสื้อผ้า เครื่องแต่งกาย ชุด
いじる,いじる,"to touch, to tamper with",JLPT_1 JLPT,9Nx^_^#j8,"สัมผัส, ดัดแปลงแก้ไข"
異性,いせい,the opposite sex,JLPT_1 JLPT,c(LysD`~z],เพศตรงข้าม
遺跡,いせき,historic ruins,JLPT_1 JLPT,FHxuAULxsj,ซากปรักหักพังทางประวัติศาสตร์
依存,いぞん,"dependence, dependent, reliance",JLPT_1 JLPT,vHQ}.~FHmp,"การพึ่งพา, ผู้ถูกพึ่งพา, ความไว้วางใจ"
委託,いたく,"consign (goods (for sale) to a firm), entrust",JLPT_1 JLPT,"JRy,(Dx:,n","ฝากขาย (สินค้า) ให้กับบริษัทอื่น, มอบหมาย"
いたって,いたって,"very much, exceedingly, extremely",JLPT_1 JLPT,%<{<.)4xj,มาก อย่างยิ่ง อย่างมาก
出世,しゅっせ,"promotion, successful career, eminence",JLPT_1 JLPT,"E,W%,6&bwX","การเลื่อนตำแหน่ง, อาชีพที่ประสบความสำเร็จ, ความโดดเด่น"
出題,しゅつだい,proposing a question,JLPT_1 JLPT,s9z]c<[6wR,การตั้งคำถาม
出動,しゅつどう,"mobilization, action",JLPT_1 JLPT,DVV5Q3:VIK,การระดมพล การดำเนินการ
出費,しゅっぴ,"expenses, disbursements",JLPT_1 JLPT,t(JNS{XhuZ,ค่าใช้จ่าย การเบิกจ่าย
出品,しゅっぴん,"exhibit, display",JLPT_1 JLPT,w}1f=TEQZ|,"จัดแสดง, โชว์"
主導,しゅどう,main leadership,JLPT_1 JLPT,"d-6;%xC,V(",ผู้นำหลัก
主任,しゅにん,"person in charge, responsible official",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,P`pi2j!/Zn,"ผู้รับผิดชอบ, เจ้าหน้าที่ผู้รับผิดชอบ"
首脳,しゅのう,"head, leader",JLPT_1 JLPT,mH>udydI<),"หัวหน้า, ผู้นำ"
守備,しゅび,defense,JLPT_1 JLPT,QyYK8_+Gx6,การป้องกัน
手法,しゅほう,technique,JLPT_1 JLPT,fWl){e*%x`,เทคนิค
樹木,じゅもく,"trees and shrubs, arbor",JLPT_1 JLPT,A6EcuVTEn~,ต้นไม้และไม้พุ่ม ซุ้มไม้เลื้อย
樹立,じゅりつ,"establish, create",JLPT_1 JLPT,<gHQ~x_IM,ก่อตั้ง สร้าง
準急,じゅんきゅう,"local express (train, slower than an express)",JLPT_1 JLPT,s!T{c]d?zv,รถไฟท้องถิ่น (รถไฟ ช้ากว่ารถไฟด่วน)
準じる,じゅんじる,"to follow, to conform, to apply to",JLPT_1 JLPT,j=V@~uS;G4,"ปฏิบัติตาม, สอดคล้อง, นำไปใช้"
～署,～しょ,department,JLPT_1 JLPT,A<!E3T_0vF,แผนก
～症,～しょう,disease,JLPT_1 JLPT,y^!rJ~5v8t,โรค
～証,～しょう,"proof, certificate",JLPT_1 JLPT,w[XPaJS[}z,"หลักฐาน, ใบรับรอง"
～嬢,～じょう,young woman,JLPT_1 JLPT,P&R@B~a4:4,หญิงสาว
上位,じょうい,"superior, higher order",JLPT_1 JLPT,s<}P@-YNu`,เหนือกว่า ลำดับสูงกว่า
上演,じょうえん,art performance,JLPT_1 JLPT,Ih+PnzSX5U,การแสดงศิลปะ
城下,じょうか,land near the castle,JLPT_1 JLPT,FP&uiV(R^g,ที่ดินใกล้ปราสาท
消去,しょうきょ,"elimination, erasing",JLPT_1 JLPT,KIr]^O720X,การกำจัด การลบ
上空,じょうくう,"sky, high-altitude sky, upper air",JLPT_1 JLPT,AT)AL!}Jds,"ท้องฟ้า, ท้องฟ้าระดับสูง, อากาศเบื้องบน"
衝撃,しょうげき,"shock, crash, impact, ballistic",JLPT_1 JLPT,rK5G)+e65!,"แรงกระแทก, การชน, การปะทะ, ขีปนาวุธ"
証言,しょうげん,"evidence, testimony",JLPT_1 JLPT,s_3h<=-PI[,หลักฐาน คำให้การ
証拠,しょうこ,"evidence, proof",JLPT_1 JLPT,H}OPDaDiwx,"หลักฐาน, ข้อพิสูจน์"
照合,しょうごう,"check, verification",JLPT_1 JLPT,hlgHN62g|{,ตรวจสอบ ยืนยัน
詳細,しょうさい,"detail, particulars",JLPT_1 JLPT,K:oLa1D.!N,"รายละเอียด, ข้อมูลเฉพาะ"
上昇,じょうしょう,"rising, ascending, climbing",JLPT_1 JLPT,sWkm1|AEBC,"ขึ้น, ขึ้น, ปีนป่าย"
昇進,しょうしん,promotion,JLPT_1 JLPT,d~xF3H=[az,การส่งเสริม
称する,しょうする,"to take the name of, to call oneself",JLPT_1 JLPT,tSb%>:%%!V,"ใช้ชื่อของ, เรียกตัวเองว่า"
情勢,じょうせい,"state of things, condition, situation",JLPT_1 JLPT,MJ1D.[x{)c,สภาวะ สภาพ สถานการณ์
消息,しょうそく,"news, letter, circumstances",JLPT_1 JLPT,u6>otPY%%b,ข่าวสาร จดหมาย สถานการณ์
承諾,しょうだく,"consent, agreement",JLPT_1 JLPT,qBKI4V%6RZ,ความยินยอม ข้อตกลง
情緒,じょうちょ,"emotion, feeling",JLPT_1 JLPT,k3To8MWJIl,อารมณ์ ความรู้สึก
情緒,じょうしょ,"emotion, feeling",JLPT_1 JLPT,tX-.yH%tsu,อารมณ์ ความรู้สึก
象徴,しょうちょう,symbol,JLPT_1 JLPT,Nr_Pr2R$>-,เครื่องหมาย
小児科,しょうにか,pediatrics,JLPT_1 JLPT,BV(PyO5`Xp,กุมารเวชศาสตร์
使用人,しようにん,"employee, servant",JLPT_1 JLPT,LygcFyOci?,"พนักงาน, คนรับใช้"
情熱,じょうねつ,"passion, enthusiasm, zeal",JLPT_1 JLPT,I{iqV8B>VE,ความหลงใหล ความกระตือรือร้น ความมุ่งมั่น
譲歩,じょうほ,"concession, conciliation, compromise",JLPT_1 JLPT,qTRRmo8`cg,การยอมอ่อนข้อ การประนีประนอม การตกลงกัน
条約,じょうやく,"treaty, pact",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T,"สนธิสัญญา, ข้อตกลง"
勝利,しょうり,"victory, triumph, win",JLPT_1 JLPT,G@C3MHqMp~,"ชัยชนะ, ความสำเร็จ, การชนะ"
上陸,じょうりく,"landing, disembarkation",JLPT_1 JLPT,P?*6mTt|Ou,การขึ้นฝั่ง การลงจากเรือ
蒸溜,じょうりゅう,distillation,JLPT_1 JLPT,N0wHhg4iZ},การกลั่น
奨励,しょうれい,"encouragement, promotion",JLPT_1 JLPT,m8|HwkmQWl,การให้กำลังใจ การส่งเสริม
ショー,ショー,show,JLPT_1 JLPT,i~@270zDDg,แสดง
除外,じょがい,"exception, exclusion",JLPT_1 JLPT,An-_sCcDl?,ข้อยกเว้น การยกเว้น
職員,しょくいん,"staff member, personnel",JLPT_1 JLPT,"c/)%MF,^yx","พนักงาน, บุคลากร"
植民地,しょくみんち,colony,JLPT_1 JLPT,pqv+nRs.EA,อาณานิคม
職務,しょくむ,professional duties,JLPT_1 JLPT,M%7$<MDK;D,หน้าที่ทางวิชาชีพ
諸君,しょくん,"Gentlemen!, Ladies!",JLPT_1 JLPT,w8&8<Oq8q1,สุภาพบุรุษ! สุภาพสตรี!
助言,じょげん,"advice, suggestion",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv},คำแนะนำ ข้อเสนอแนะ
徐行,じょこう,going slowly,JLPT_1 JLPT,1}h4@}[.},ค่อยๆไป
所在,しょざい,whereabouts,JLPT_1 JLPT,HYCS:(5sD5,ที่ตั้ง
所持,しょじ,"possession, owning",JLPT_1 JLPT,FFV#Fu]e{M,การครอบครอง การเป็นเจ้าของ
所属,しょぞく,"attached to, belong to",JLPT_1 JLPT,kcA;O>C=q2,"ติดอยู่, เป็นของ"
処置,しょち,treatment,JLPT_1 JLPT,oElimwftu&,การรักษา
しょっちゅう,しょっちゅう,"always, constantly",JLPT_1 JLPT,qt.$TI&_S;,เสมอ ตลอดเวลา
所定,しょてい,"fixed, prescribed",JLPT_1 JLPT,lE2*Emk;Hc,กำหนดไว้แล้ว
所得,しょとく,income,JLPT_1 JLPT,x{~.Tp:rb[,รายได้
処罰,しょばつ,punishment,JLPT_1 JLPT,"gNz:>*,MG$",การลงโทษ
初版,しょはん,first edition,JLPT_1 JLPT,fiRSr!;Y&A,ฉบับพิมพ์ครั้งแรก
書評,しょひょう,book review,JLPT_1 JLPT,x:`od~M8;V,บทวิจารณ์หนังสือ
処分,しょぶん,"disposal, dealing, punishment",JLPT_1 JLPT,ob921zNQ/x,การกำจัด การจัดการ การลงโทษ
庶民,しょみん,"masses, common people",JLPT_1 JLPT,m?>)`ISejw,"มวลชน, คนธรรมดา"
庶務,しょむ,general affairs,JLPT_1 JLPT,ibnBaKrH9N,กิจการทั่วไป
所有,しょゆう,"one's possessions, ownership",JLPT_1 JLPT,M/&X&72l%L,ทรัพย์สิน ความเป็นเจ้าของ
調べ,しらべ,"investigation, inspection",JLPT_1 JLPT,K1M}#OQ[$e,การสืบสวน การตรวจสอบ
自立,じりつ,"independence, self-reliance",JLPT_1 JLPT,AxK*wI27?U,ความเป็นอิสระ การพึ่งพาตนเอง
記す,しるす,"to note, to write down",JLPT_1 JLPT,IY#:UXg$YC,เพื่อบันทึก เพื่อจดบันทึก
指令,しれい,"orders, instructions, directive",JLPT_1 JLPT,f3?Z1%=TF7,คำสั่ง คำแนะนำ คำชี้แจง
～心,～しん,mind of ~,JLPT_1 JLPT,jQ&{mv~mg},จิตใจของ ~
陣,じん,"battle formation, camp, encampment",JLPT_1 JLPT,P;NE${7wn9,"รูปแบบการรบ, ค่าย, ที่ตั้งค่าย"
進化,しんか,"evolution, progress",JLPT_1 JLPT,N0sG+rp=}d,วิวัฒนาการ ความก้าวหน้า
人格,じんかく,"personality, character",JLPT_1 JLPT,bv:L&X%{w_,บุคลิกภาพ อุปนิสัย
審議,しんぎ,deliberation,JLPT_1 JLPT,ljmGvuxGK[,การพิจารณา
新婚,しんこん,newly-wed,JLPT_1 JLPT,kXZM5E]M1a,คู่บ่าวสาว
審査,しんさ,"judging, inspection, examination",JLPT_1 JLPT,Aov$8-^cUL,การตัดสิน การตรวจสอบ การสอบสวน
人材,じんざい,man of talent,JLPT_1 JLPT,C?4X*:ZTpD,ชายผู้มากความสามารถ
紳士,しんし,gentleman,JLPT_1 JLPT,x9OmT9u38P,สุภาพบุรุษ
真実,しんじつ,"truth, reality",JLPT_1 JLPT,oVA.}`H~AT,ความจริง ความเป็นจริง
信者,しんじゃ,"believer, devotee",JLPT_1 JLPT,xS[kK:ZdWC,ผู้ศรัทธา ผู้ภักดี
真珠,しんじゅ,pearl,JLPT_1 JLPT,AK4RS}QdNe,ไข่มุก
進出,しんしゅつ,advancement,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP,ความก้าวหน้า
心情,しんじょう,mentality,JLPT_1 JLPT,PHxCA~>U^},ความคิด
新人,しんじん,"new face, newcomer",JLPT_1 JLPT,n<1jM&wYZ&,หน้าใหม่ ผู้มาใหม่
神聖,しんせい,"holiness, sacredness, dignity",JLPT_1 JLPT,N+v0O:SZ6<,"ความศักดิ์สิทธิ์, ความบริสุทธิ์, ศักดิ์ศรี"
親善,しんぜん,friendship,JLPT_1 JLPT,e$!ZsAnYeT,มิตรภาพ
真相,しんそう,"truth, real situation",JLPT_1 JLPT,"IQ@9>LJ,&M",ความจริง สถานการณ์จริง
迅速,じんそく,"quick, fast, prompt",JLPT_1 JLPT,g^-!|Cie-4,รวดเร็ว ฉับไว ทันท่วงที
人体,じんたい,human body,JLPT_1 JLPT,wqIT;%IHe9,ร่างกายมนุษย์
新築,しんちく,"new building, new construction",JLPT_1 JLPT,Ozg8V>5l.l,อาคารใหม่ การก่อสร้างใหม่
心中,しんじゅう,double suicide,JLPT_1 JLPT,H1pTQNX=9t,การฆ่าตัวตายคู่
進呈,しんてい,presentation,JLPT_1 JLPT,CZ`K3:aqAR,การนำเสนอ
進展,しんてん,"progress, development",JLPT_1 JLPT,b(>k}9=qxl,ความก้าวหน้า การพัฒนา
神殿,しんでん,"temple, sacred place",JLPT_1 JLPT,y(skY$ucA+,วัด สถานที่ศักดิ์สิทธิ์
進度,しんど,progress,JLPT_1 JLPT,yu/)M8)V(L,ความคืบหน้า
振動,しんどう,"oscillation, vibration",JLPT_1 JLPT,sad?lNEJ3g,การแกว่ง การสั่นสะเทือน
新入生,しんにゅうせい,"new student, first-year student, freshman",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj,"นักศึกษาใหม่, นักศึกษาปี 1, เฟรชแมน"
信任,しんにん,"trust, confidence, credence",JLPT_1 JLPT,"hWLnw4y,]t",ความไว้วางใจ ความเชื่อมั่น ความน่าเชื่อถือ
神秘,しんぴ,mystery,JLPT_1 JLPT,"N,Y7P[tIGQ",ความลึกลับ
辛抱,しんぼう,"patience, endurance",JLPT_1 JLPT,uU~=4Y)qMA,ความอดทน ความเพียร
人民,じんみん,"people, public",JLPT_1 JLPT,nAw=2?(bZX,ประชาชน
侵略,しんりゃく,"aggression, invasion, raid",JLPT_1 JLPT,hsxv1184OS,"การรุกราน, การบุกรุก, การจู่โจม"
診療,しんりょう,medical examination and treatment,JLPT_1 JLPT,x1%iVb>rlb,การตรวจและการรักษาทางการแพทย์
粋,すい,essence,JLPT_1 JLPT,zsq|f`1Yv,สาระสำคัญ
水源,すいげん,source of river,JLPT_1 JLPT,n/^g6e7/@{,แหล่งกำเนิดแม่น้ำ
推進,すいしん,"propulsion, driving force",JLPT_1 JLPT,"J08-VaUM,s","แรงขับเคลื่อน, แรงผลักดัน"
吹奏,すいそう,playing wind instruments,JLPT_1 JLPT,m]6xm=<uJ6,การเล่นเครื่องดนตรีประเภทเป่าลม
推測,すいそく,"guess, conjecture",JLPT_1 JLPT,zvP)r1F]3S,การคาดเดา การสันนิษฐาน
水田,すいでん,(water-filled) paddy field,JLPT_1 JLPT,v5ySQN]{G>,นาข้าว (ที่เต็มไปด้วยน้ำ)
推理,すいり,"reasoning, inference, mystery or detective genre",JLPT_1 JLPT,jer`Bu/O84,"แนวเรื่อง: การให้เหตุผล, การอนุมาน, ปริศนา หรือนักสืบ"
数詞,すうし,numeral,JLPT_1 JLPT,p</Ez{aJ5+,ตัวเลข
崇拝,すうはい,"worship, adoration",JLPT_1 JLPT,Hw_TI!gx2(,การบูชา การสรรเสริญ
据え付ける,すえつける,"to install, to equip, to mount",JLPT_1 JLPT,BP/>6=lZh5,"ติดตั้ง, จัดเตรียม, ประกอบ"
据える,すえる,"to set, to lay, to place",JLPT_1 JLPT,t!g&pW29AZ,"ตั้ง, วาง, จัดวาง"
すがすがしい,すがすがしい,"fresh, refreshing",JLPT_1 JLPT,rK/?@VVUlf,สดชื่น
救い,すくい,"help, aid, relief",JLPT_1 JLPT,qsOm7CX`b8,"ความช่วยเหลือ, การสนับสนุน, การบรรเทาทุกข์"
すくう (みずを～),すくう (みずを～),to scoop,JLPT_1 JLPT,iDqa!wq<Tq,เพื่อตัก
健やか,すこやか,"vigorous, healthy, sound",JLPT_1 JLPT,"hH9J*t,rc_",แข็งแรง สุขภาพดี สมบูรณ์
濯ぐ,すすぐ,"to rinse, to wash out",JLPT_1 JLPT,E0ffUY?7qt,"ล้าง, ล้างออก"
進み,すすみ,progress,JLPT_1 JLPT,p1:(iOmlNJ,ความคืบหน้า
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",JLPT_1 JLPT,xF_(AQj}lF,"ขอบปลายขากางเกง, ชายกระโปรง, ขอบทรงผมที่ตัดแต่งแล้ว"
スタジオ,スタジオ,studio,JLPT_1 JLPT,ic%[^BEKt/,สตูดิโอ
スチーム,スチーム,steam,JLPT_1 JLPT,nXB;]AdyMC,ไอน้ำ
ストライキ,ストライキ,strike,JLPT_1 JLPT,nf-SMH*rKm,โจมตี
スト,スト,(abbr.) strike,JLPT_1 JLPT,oc==H8k2kf,(ย่อ) การประท้วง
ストロー,ストロー,straw,JLPT_1 JLPT,A.~AmwkH4Z,หลอด
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",JLPT_1 JLPT,rNiv+g8N.Q,"ไฟสโตรโบสโคป (แปลตรงตัว: ไฟสโตรโบ, โคมไฟสโตรโบสโคป)"
すばしこい,すばしこい,"nimble, smart, quick",JLPT_1 JLPT,p[HsSa}_~h,คล่องแคล่ว ฉลาด รวดเร็ว
素早い,すばやい,"fast, quick",JLPT_1 JLPT,qLzUXrbxxM,เร็ว ฉับไว
ずばり,ずばり,"decisively, unreservedly, frankly",JLPT_1 JLPT,zNubn^c5m8,อย่างเด็ดขาด โดยไม่ลังเล และตรงไปตรงมา
スプリング,スプリング,spring,JLPT_1 JLPT,M&<1|Qyfm^,ฤดูใบไม้ผลิ
スペース,スペース,space,JLPT_1 JLPT,"mfYc5:,T$)",ช่องว่าง
ずぶぬれ,ずぶぬれ,"soaked, dripping wet",JLPT_1 JLPT,O=YLrvca-#,เปียกโชก เปียกโชก
スポーツカー,スポーツカー,sports car,JLPT_1 JLPT,ILQ_{U)ioI,รถสปอร์ต
澄ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,o+[:%ypXAI,"เพื่อทำให้ชัดเจน, เพื่อทำให้เข้าใจ, เพื่อฟัง"
清ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,gWgE<)O|pN,"เพื่อทำให้ชัดเจน, เพื่อทำให้เข้าใจ, เพื่อฟัง"
済ます,すます,to finish; to settle; to do without,JLPT_1 JLPT,BI9b~SlUc1,เสร็จสิ้น; จัดการให้เรียบร้อย; เลิกใช้
すみやか,すみやか,speedy,JLPT_1 JLPT,MC/)GM9mOK,รวดเร็ว
スラックス,スラックス,slacks,JLPT_1 JLPT,tpKEoAzoEC,กางเกงสแล็ค
ずらっと,ずらっと,"in a line, in a row",JLPT_1 JLPT,GHI-Z0iw2Q,เรียงเป็นแถว เรียงกัน
ずるずる,ずるずる,"dragging on, sound of sniffling",JLPT_1 JLPT,xPdB)weA$j,เสียงสะอื้นดังต่อเนื่องยาวนาน
ずれ,ずれ,"difference, gap",JLPT_1 JLPT,ml<Cz:NIm9,ความแตกต่าง ช่องว่าง
すれちがい,すれちがい,chance encounter,JLPT_1 JLPT,h}n%.0]G*],การพบกันโดยบังเอิญ
擦れる,すれる,"to rub, to chafe",JLPT_1 JLPT,y1pczASP(>,"ถู, เสียดสี"
すんなり,すんなり,"pass with no objection, slim, slender",JLPT_1 JLPT,c{rT9&J2OZ,ผ่านไปได้โดยไม่มีข้อโต้แย้ง ผอมเพรียว
生育,せいいく,"growth, development, breeding",JLPT_1 JLPT,A*eQ]~1bJ/,การเจริญเติบโต การพัฒนา การผสมพันธุ์
成育,せいいく,"growth, raising",JLPT_1 JLPT,A=.t}i>GW3,การเติบโต การเพิ่มขึ้น
成果,せいか,"results, fruits",JLPT_1 JLPT,BVYQfcf%9,ผลลัพธ์ ผลไม้
正解,せいかい,"correct, right answer, solution",JLPT_1 JLPT,Lt;.HzCJ&F,ถูกต้อง คำตอบที่ถูกต้อง วิธีแก้ปัญหา
正義,せいぎ,"justice, right, righteousness",JLPT_1 JLPT,C*lSCCu$Is,ความยุติธรรม ความถูกต้อง ความชอบธรรม
生計,せいけい,"livelihood, living",JLPT_1 JLPT,sFe^vK-tW[,"การดำรงชีพ, การเลี้ยงชีพ"
政権,せいけん,"(political) administration, political power",JLPT_1 JLPT,ySl]BBHxv|,การบริหาร (ทางการเมือง) อำนาจทางการเมือง
星座,せいざ,constellation,JLPT_1 JLPT,v8-]C(eL~-,กลุ่มดาว
制裁,せいさい,"restraint, sanctions, punishment",JLPT_1 JLPT,"&>5Y-0M,/",การยับยั้ง การลงโทษ การควบคุม
政策,せいさく,"political measures, policy",JLPT_1 JLPT,"hAD&H|lfX,",มาตรการทางการเมือง นโยบาย
生死,せいし,life and death,JLPT_1 JLPT,[jWyFv3NW,ชีวิตและความตาย
静止,せいし,"stillness, repose, standing still",JLPT_1 JLPT,o*g2}G_T7@,ความสงบ ความผ่อนคลาย การยืนนิ่ง
誠実,せいじつ,"sincere, honest, faithful",JLPT_1 JLPT,bL3/~B_@Jx,จริงใจ ซื่อสัตย์ จงรักภักดี
成熟,せいじゅく,"maturity, ripeness",JLPT_1 JLPT,mi&AvT*VW%,ความสุกงอม
青春,せいしゅん,"youth, springtime of life, adolescent",JLPT_1 JLPT,r1RCkb<y|$,"วัยเยาว์, ช่วงวัยแห่งชีวิต, วัยรุ่น"
清純,せいじゅん,"purity, innocence",JLPT_1 JLPT,ONr5>]A5d|,ความบริสุทธิ์ ความไร้เดียงสา
聖書,せいしょ,Bible,JLPT_1 JLPT,Q@S9S%oEQ1,พระคัมภีร์
正常,せいじょう,"normalcy, normality, normal",JLPT_1 JLPT,wA-k/9L$M{,"ความปกติ, ความเป็นปกติ, ปกติ"
制する,せいする,"to control, to command",JLPT_1 JLPT,rf}l5O&Iya,"ควบคุม, สั่งการ"
整然,せいぜん,"orderly, regular, well-organized",JLPT_1 JLPT,PN>H*K1;6z,เป็นระเบียบ สม่ำเสมอ จัดระเบียบอย่างดี
盛装,せいそう,"be dressed up, wear rich clothes",JLPT_1 JLPT,"NT,a6{jkV^",แต่งตัวให้สวยงาม สวมใส่เสื้อผ้าหรูหรา
盛大,せいだい,"grand, prosperous, magnificent",JLPT_1 JLPT,oA#/^#fynU,ยิ่งใหญ่ รุ่งเรือง งดงาม
清濁,せいだく,"good and evil, purity and impurity",JLPT_1 JLPT,LIBty_QSI!,ความดีและความชั่ว ความบริสุทธิ์และความไม่บริสุทธิ์
制定,せいてい,"enactment, establishment, creation",JLPT_1 JLPT,w/{{PKSO-l,การออกกฎหมาย การจัดตั้ง การสร้าง
静的,せいてき,static,JLPT_1 JLPT,qS/}NK^[E0,คงที่
製鉄,せいてつ,iron manufacture,JLPT_1 JLPT,q1#~15/jx^,การผลิตเหล็ก
晴天,せいてん,fine weather,JLPT_1 JLPT,O`AKp9t/nh,อากาศดี
正当,せいとう,"just, due, proper",JLPT_1 JLPT,KYfFW0c&^H,"ยุติธรรม, สมควร, เหมาะสม"
制服,せいふく,uniform,JLPT_1 JLPT,KjpnwgIuCJ,เครื่องแบบ
征服,せいふく,"conquest, subjugation, overcoming",JLPT_1 JLPT,UI+/g3/T<,การพิชิต การปราบปราม การเอาชนะ
製法,せいほう,"manufacturing method, recipe, formula",JLPT_1 JLPT,r$Viif`6:S,"วิธีการผลิต, สูตร, ส่วนผสม"
精密,せいみつ,"precise, exact, detailed, minute",JLPT_1 JLPT,k?w!_L!izK,"แม่นยำ, ถูกต้อง, ละเอียด, นาทีต่อนาที"
税務署,ぜいむしょ,tax office,JLPT_1 JLPT,cu&VjhU0YM,สำนักงานสรรพากร
制約,せいやく,"limitation, constraints",JLPT_1 JLPT,eGs}Rjdjyu,"ข้อจำกัด, ข้อห้าม"
勢力,せいりょく,"influence, power, might, strength",JLPT_1 JLPT,jCKk=3Gx//,อิทธิพล อำนาจ พลัง ความแข็งแกร่ง
整列,せいれつ,"stand in a row, form a line",JLPT_1 JLPT,K=?{2[EdLY,ยืนเรียงแถว จัดแถวให้เป็นระเบียบ
セール,セール,sale,JLPT_1 JLPT,bTb.7j.bY0,ขาย
急かす,せかす,"to hurry, to urge on",JLPT_1 JLPT,r25!gS/G>A,"เร่งรีบ, เร่งเร้า"
伜,せがれ,"son, my son",JLPT_1 JLPT,CVmDxN*tGx,ลูกชายของฉัน ลูกชายของฉัน
責務,せきむ,"duty, obligation",JLPT_1 JLPT,ct_SCVUYk9,"หน้าที่, ภาระผูกพัน"
セクション,セクション,section,JLPT_1 JLPT,oE+>)~hYZ>,ส่วน
世辞,せじ,"flattery, compliment",JLPT_1 JLPT,i2*b#^+2.G,คำเยินยอ คำชม
世帯,せたい,household,JLPT_1 JLPT,M;wkDh)_[-,ครัวเรือน
是正,ぜせい,"correction, revision",JLPT_1 JLPT,r4z<%];90$,การแก้ไข การปรับปรุง
世代,せだい,generation,JLPT_1 JLPT,vXhkxYs)ro,รุ่น
切開,せっかい,"opening up, cutting through",JLPT_1 JLPT,j3{#e(JGO?,การเปิดออก การตัดผ่าน
セックス,セックス,sex,JLPT_1 JLPT,p^XJZeb_m$,เพศ
切実,せつじつ,"compelling, serious, severe, acute",JLPT_1 JLPT,"b(%wDAP,4<","น่าสนใจ, จริงจัง, รุนแรง, เฉียบพลัน"
接触,せっしょく,"touch, contact",JLPT_1 JLPT,euP9o6khjK,"สัมผัส, ติดต่อ"
