expression,reading,meaning,tags,guid,ความหมาย
先々週,せんせんしゅう,2 weeks before,JLPT JLPT_2,mB4QnlMrv3,"2 สัปดาห์ก่อน, สองอาทิตย์ก่อน, เมื่อสองสัปดาห์ที่แล้ว, อาทิตย์ก่อนนู้น"
先祖,せんぞ,ancestor,JLPT JLPT_2,F0U>k-OIq$,"บรรพบุรุษ, บรรพชน, โคตรเหง้า, ผู้ที่ล่วงลับไปแล้ว"
先端,せんたん,"pointed end, tip",JLPT JLPT_2,Q`_+]v?+=0,"ปลายแหลม, หัวแหลม, ปลาย, ยอด"
センチ,センチ,centimeter,JLPT JLPT_2,inl%VC*Led,"เซนติเมตร, ซม., หน่วยวัด, ความยาว"
宣伝,せんでん,"publicity, advertisement, advertising, propaganda",JLPT JLPT_2,G}7n;$pW3b,"การประชาสัมพันธ์, การโฆษณา, การโฆษณาชวนเชื่อ, โฆษณา"
先頭,せんとう,"head, lead, vanguard",JLPT JLPT_2,h9$H7YGNw$,"หัวหน้า, ผู้นำ, กองหน้า, แกนนำ"
全般,ぜんぱん,"(the) whole, general",JLPT JLPT_2,KNd2446a(;,"ทั้งหมดโดยทั่วไป, โดยรวม, ทั้งหมด, ทั่วไป"
扇風機,せんぷうき,electric fan,JLPT JLPT_2,bRk!KDE*$7,"พัดลมไฟฟ้า, พัดลม, เครื่องพัด, อุปกรณ์คลายร้อน"
洗面,せんめん,"wash up (one's face), have a wash",JLPT JLPT_2,C?dX|!4c7/,"ล้างหน้า, อาบน้ำ, ชำระล้าง, ทำความสะอาด"
全力,ぜんりょく,"all one's power, whole energy",JLPT JLPT_2,j*AhcD}311,"พลังทั้งหมด พลังงานทั้งหมด, เต็มกำลัง, แรงทั้งหมด, สุดแรง"
線路,せんろ,"line, track, roadbed",JLPT JLPT_2,mq#-qSUuS*,"เส้นทาง, ราง, ฐานถนน, ทางรถไฟ"
総～,そう～,"gross, general, entire",JLPT JLPT_2,cSEd3l5jK<,"โดยรวม, ทั่วไป, ทั้งหมด, รวมทั้งหมด"
相違,そうい,"difference, discrepancy, variation",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,zqQS?TR@WS,"ความแตกต่าง ความคลาดเคลื่อน ความแปรผัน, ผิดแผก, แตกต่างกัน, ข้อแตกต่าง"
そういえば,そういえば,which reminds me ..,JLPT JLPT_2,eo>F02B%a],"ซึ่งทำให้ฉันนึกถึง..., ว่าแต่, พอว่า, เออนี่"
雑巾,ぞうきん,"house-cloth, dust cloth",JLPT JLPT_2,r*{8DR<J4`,"ผ้าเช็ดบ้าน, ผ้าเช็ดฝุ่น, ผ้าขี้ริ้ว, ผ้าทำความสะอาด"
増減,ぞうげん,"increase and decrease, fluctuation",JLPT JLPT_2,l(r&I9gZ<B,"เพิ่มขึ้นและลดลง ความผันผวน, ขึ้นลง, ความเปลี่ยนแปลง, ขึ้นๆ ลงๆ"
倉庫,そうこ,"storehouse, warehouse",JLPT JLPT_2,w}}hNBPyr),"โกดัง, คลังสินค้า, โรงเก็บของ, ที่เก็บสินค้า"
相互,そうご,"mutual, reciprocal",JLPT JLPT_2,nR3lCT=~I%,"ซึ่งกันและกัน, ร่วมกัน, สองฝ่าย, การตอบแทน"
創作,そうさく,"production, creation, work",JLPT JLPT_2,PNw/q-z>l3,"การผลิต การสร้างสรรค์ งาน, สร้างสรรค์, ผลิตผล, ประดิษฐ์"
葬式,そうしき,funeral,JLPT JLPT_2,Gbn]K/&TX&,"งานศพ, พิธีศพ, การจัดการศพ, งานฌาปนกิจ"
造船,ぞうせん,shipbuilding,JLPT JLPT_2,LyK0zsx!O1,"การต่อเรือ, สร้างเรือ, อู่ต่อเรือ, อุตสาหกรรมต่อเรือ"
騒々しい,そうぞうしい,"noisy, boisterous",JLPT JLPT_2,cTG!~COW$P,"เสียงดัง อึกทึกครึกครื้น, โวยวาย, เอะอะ, อึกทึก"
増大,ぞうだい,"increase, growth",JLPT JLPT_2,K:CEKV:9VX,"เพิ่มขึ้น การเติบโต, ขยายตัว, เพิ่มพูน, งอกเงย"
そうっと,そうっと,"softly, cautiously, gently",JLPT JLPT_2,vd>M3|]yht,"อย่างเบามือ อย่างระมัดระวัง อย่างนุ่มนวล, แผ่วเบา, ค่อยๆ, ละมุนละไม"
送別,そうべつ,"farewell, send-off",JLPT JLPT_2,"y,Tk;$&@x}","อำลา ส่งท้าย, ล่ำลา, กล่าวลา, การจากกัน"
草履,ぞうり,Japanese sandals (footwear),JLPT JLPT_2,xD#*1}`sY?,"รองเท้าแตะญี่ปุ่น (รองเท้า), เกี๊ยะ, รองเท้าไม้, รองเท้าญี่ปุ่น"
総理大臣,そうりだいじん,Prime Minister,JLPT JLPT_2,wr`qCug{r4,"นายกรัฐมนตรี, ผู้นำรัฐบาล, หัวหน้ารัฐบาล, ท่านนายกฯ"
送料,そうりょう,"postage, carriage",JLPT JLPT_2,D?;^6Pv:]&,"ค่าไปรษณีย์ ค่าขนส่ง, ค่าส่ง, ค่าธรรมเนียมไปรษณีย์, ราคาค่าส่ง"
属する,ぞくする,"to belong to, to come under",JLPT JLPT_2,i1]:]E>_bU,"เป็นส่วนหนึ่งของ, อยู่ภายใต้, เป็นของ, จัดอยู่ใน"
続々,ぞくぞく,"successively, one after another",JLPT JLPT_2,hivME8/#WP,"ต่อเนื่องกันไปทีละอย่าง, ตามลำดับ, ต่อเนื่องกัน, อย่างต่อเนื่อง"
速達,そくたつ,"express, special delivery",JLPT JLPT_2,v{{[}K0EMQ,"บริการจัดส่งด่วนพิเศษ, ด่วน, จัดส่งเร็ว, ส่งด่วน"
測定,そくてい,measurement,JLPT JLPT_2,Qp_^G4NnHY,"การวัด, การกะ, การประมาณ, การหาค่า"
測量,そくりょう,"measurement, surveying",JLPT JLPT_2,N?XK_R(gNy,"การวัด การสำรวจ, การตรวจวัด, สำรวจ, การหาขนาด"
速力,そくりょく,speed,JLPT JLPT_2,yC0f;tqC:X,"ความเร็ว, อัตราเร็ว, ฝีเท้า, ความเร็วในการเคลื่อนที่"
素質,そしつ,"talent, capability",JLPT JLPT_2,i~_:B9s_i],"ความสามารถ พรสวรรค์, ความถนัด, ศักยภาพ, พรสวรรค์"
祖先,そせん,ancestor(s),JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,uEOVA+$QA-,"บรรพบุรุษ, โคตร, ปู่ย่าตายาย, ต้นตระกูล"
そそっかしい,そそっかしい,"careless, thoughtless",JLPT JLPT_2,lH2m/7jTDk,"ประมาทเลินเล่อ ไม่คิดถึงผลที่ตามมา, สะเพร่า, ไม่รอบคอบ, ไม่ระวัง"
卒直,そっちょく,"frank, candid, honest",JLPT JLPT_2,gGu?|m4th^,"ตรงไปตรงมา เปิดเผย ซื่อสัตย์, เปิดใจ, ไม่อ้อมค้อม, พูดตรง"
率直,そっちょく,"frank, candid, straightforward, openhearted, direct, outspoken",JLPT JLPT_2,zP0+k&2Oo$,"ซื่อตรง, เปิดเผย, ตรงไปตรงมา, เปิดใจ, พูดจาตรงไปตรงมา"
そのころ,そのころ,"in those days, at that time, then",JLPT JLPT_2,h3oBLD<m4a,"ในสมัยนั้น ในเวลานั้น, ตอนนั้น, ช่วงนั้น, เมื่อก่อนนั้น"
そのため,そのため,"hence, for that reason",JLPT JLPT_2,m^MU-Y@MNe,"ดังนั้น ด้วยเหตุผลนั้น, เพราะฉะนั้น, จึง, เป็นผลให้"
その他,そのほか,besides,JLPT JLPT_2,IwQj+]fL.2,"นอกจาก, นอกเหนือจากนี้, ยิ่งไปกว่านั้น, ยังมีอีก"
そば,そば,soba (buckwheat noodles),JLPT JLPT_2,ww?mb~cU}r,"โซบะ (บะหมี่บัควีท), บะหมี่โซบะ, เส้นโซบะ, บะหมี่ญี่ปุ่น"
剃る,そる,to shave,JLPT JLPT_2,nRAd^[5pD1,"เพื่อโกนหนวด, โกน, กำจัดขน, ถอน"
それなのに,それなのに,"though, although",JLPT JLPT_2,k+B-<2c#Pu,"ถึงแม้ว่า, แม้ว่า, ทั้งๆ ที่, อย่างไรก็ตาม"
それなら,それなら,"If that's the case..., If so..., That being the case...",JLPT JLPT_2,tEgCn;#W+`,"ถ้าเป็นอย่างนั้น... ถ้าเป็นเช่นนั้น... ในเมื่อเป็นเช่นนั้น..., ถ้าหาก, หากเป็นเช่นนั้น, ถ้าอย่างนั้นก็"
それはいけませんね (かん),それはいけませんね (かん),that's not good,JLPT JLPT_2,t8:jf{Ldnz,"นั่นไม่ดีเลย, ไม่ดี, แย่จัง, ไม่โอเคเลย"
逸れる,それる,"to stray (turn) from subject, to go astray",JLPT JLPT_2,P^@I_Rocse,"ออกนอกเรื่อง, หลงทาง, บ่ายเบน, หลงประเด็น"
揃える,そろえる,"to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match",JLPT JLPT_2,"eIvmG2@,}C","รวบรวม, สะสม, นำมารวมกัน, ทำให้ครบ (ชุดสะสม) จัดเรียง, จัดลำดับ, เตรียม, เตรียมพร้อม ทำให้เป็นชุดเดียวกัน, ทำให้เท่ากัน, ให้เข้ากัน"
算盤,そろばん,abacus,JLPT JLPT_2,jX~`V;cedM,"ลูกคิด, เครื่องคิดเลขโบราณ, เครื่องคำนวณ, อุปกรณ์คำนวณ"
存じる,ぞんじる,(humble) to know,JLPT JLPT_2,Aym5:5*IUD,"(ถ่อมตน) ที่จะรู้, ทราบ, รับทราบ, รับรู้"
存ずる,ぞんずる,(humble) to know,JLPT JLPT_2,MsmBGs6}hD,"(ถ่อมตน) ที่จะรู้, เข้าใจ, ตระหนัก, สำนึก"
損得,そんとく,"loss and gain, advantage and disadvantage",JLPT JLPT_2,x~apBZA1n:,"การขาดทุนและการได้มา ข้อได้เปรียบและข้อเสียเปรียบ, ได้เสีย, ผลได้ผลเสีย, ประโยชน์และโทษ"
第～,だい～,~th,JLPT JLPT_2,kbFu6B=v;g,"~th, ที่, ลำดับ, อันดับ"
タイア,タイア,"tire, tyre",JLPT JLPT_2,42m3.zlHb,"ยางรถยนต์ ยางรถยนต์, ยางล้อ, ยาง, ล้อยาง"
だいいち (とりわけ),だいいち (とりわけ),"first, foremost,&nbsp;&nbsp;#1",JLPT JLPT_2,sS|Rl>y(P~,"ประการแรก สำคัญที่สุด, &nbsp;&nbsp;#1, อันดับแรก, สิ่งแรก"
大学院,だいがくいん,graduate school,Genki_Ln.16 JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.1 Genki,k|Ws#.@Z(?,"บัณฑิตวิทยาลัย, บัณฑิตศึกษา, สถาบันบัณฑิต, หลักสูตรบัณฑิตศึกษา"
大工,だいく,carpenter,JLPT JLPT_2,HUM8bf&^L-,"ช่างไม้, ผู้ทำงานไม้, ช่างเรือน, คนทำงานไม้"
体系,たいけい,"system, organization",JLPT JLPT_2,I*QRaBQl@l,"ระบบ องค์กร, โครงสร้าง, ระเบียบ, กลไก"
太鼓,たいこ,"drum, tambourine",JLPT JLPT_2,wz3E+65(~&,"กลอง, แทมบูรีน, เครื่องตี, เครื่องกระทบ"
対策,たいさく,"counter-plan, counter-measure",JLPT JLPT_2,GGGQEDkEUY,"แผนรับมือ มาตรการรับมือ, แนวทางแก้ไข, การรับมือ, การจัดการ"
大して,たいして,"(not so) much, (not) very",JLPT JLPT_2,"u,Waa>(/*g","มาก (ไม่) เท่าไหร่, (ไม่) มาก, ไม่ค่อย, ไม่ค่อยจะ"
対照,たいしょう,"contrast, antithesis, comparison",JLPT JLPT_2,n>fKKV=_7/,"ความแตกต่าง, ความขัดแย้ง, การเทียบเคียง, ความตรงกันข้าม"
大小,だいしょう,size,JLPT JLPT_2,nI5$isC-V|,"ขนาด, ขนาดใหญ่เล็ก, สัดส่วน, มิติ"
体制,たいせい,"order, system, structure",JLPT JLPT_2,Dn9.|Ri$s|,"ระเบียบ ระบบ โครงสร้าง, การจัดระเบียบ, โครงสร้างองค์กร, รูปแบบ"
体積,たいせき,"capacity, volume",JLPT JLPT_2,u*y*LZ`?*U,"ความจุ ปริมาตร, ขนาดความจุ, ปริมาณ, เนื้อที่"
大層,たいそう,"very much, greatly",JLPT JLPT_2,w>w}K&}qSs,"มาก มากอย่างยิ่ง, อย่างมาก, อย่างยิ่ง, เหลือเกิน"
体操,たいそう,"gymnastics, physical exercises, calisthenics",JLPT JLPT_2,"Av($>5,YT@","ยิมนาสติก, การออกกำลังกาย, กายบริหาร, การฝึกกาย"
大分,だいぶん,"considerably, greatly, a lot",JLPT JLPT_2,BIv*|D!}u.,"อย่างมาก มหาศาล มากมาย, เป็นอันมาก, จำนวนมาก, อย่างใหญ่หลวง"
大木,たいぼく,large tree,JLPT JLPT_2,ChcUad;Yr=,"ต้นไม้ใหญ่, ไม้ยืนต้นขนาดใหญ่, ต้นไม้สูง, ไม้ใหญ่"
題名,だいめい,"title, caption, heading",JLPT JLPT_2,piMdjCN@h},"ชื่อเรื่อง, คำบรรยายภาพ, หัวเรื่อง, พาดหัว"
代名詞,だいめいし,pronoun,JLPT JLPT_2,"l##{!5f,2T","สรรพนาม, คำแทนชื่อ, คำเรียกแทน, คำอ้างถึง"
ダイヤグラム,ダイヤグラム,diagram,JLPT JLPT_2,iaafymmrCe,"แผนภาพ, แผนภูมิ, ภาพประกอบ, ผัง"
ダイヤモンド,ダイヤモンド,diamond,JLPT JLPT_2,i=C9?(aW#r,"เพชร, อัญมณี, อัญมณีล้ำค่า, เพชรพลอย"
ダイヤル,ダイヤル,dial,JLPT JLPT_2,utE>l/p-3-,"หมุน, บิด, ปั่น, เวียน"
対立,たいりつ,"confrontation, opposition, antagonism",JLPT JLPT_2,"Ncc,Acum~c","การเผชิญหน้า การต่อต้าน ความเป็นปฏิปักษ์, การโต้แย้ง, การปะทะ, ความขัดแย้ง"
田植え,たうえ,rice planting,JLPT JLPT_2,OgO</<`l`b,"การปลูกข้าว, การทำนา, การเพาะปลูกข้าว, การดำนา"
絶えず,たえず,constantly,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,pW;2y7R<mV,"อย่างสม่ำเสมอ, ตลอดเวลา, ไม่หยุดหย่อน, อย่างต่อเนื่อง"
楕円,だえん,ellipse,JLPT JLPT_2,P}wFC7s?&j,"วงรี, รูปวงรี, รูปไข่, ทรงรี"
高める,たかめる,"to raise, to lift, to boost, to enhance",JLPT JLPT_2,hpSUACwJv[,"ยกขึ้น, ส่งเสริม, ทำให้ดีขึ้น, ยกระดับ"
耕す,たがやす,"to till, to plow, to cultivate",JLPT JLPT_2,"xA,3MUb6~T","ไถพรวน, พรวนดิน, เพาะปลูก, เตรียมดิน"
滝,たき,waterfall,JLPT JLPT_2,"ohAHw^26T,","น้ำตก, สายน้ำตก, ธารน้ำตก, ห้วยน้ำตก"
蓄える,たくわえる,"to save, to store, to lay in stock",JLPT JLPT_2,m.Z{vIv259,"เพื่อเก็บรักษา เพื่อเก็บสำรองไว้, สะสม, สำรอง, กักตุน"
竹,たけ,bamboo,JLPT JLPT_2,w4_>96h/eO,"ไม้ไผ่, ต้นไผ่, ลำไผ่, ไผ่"
ただいま,ただいま,"Here I am, I'm home!",JLPT JLPT_2,p|S.`7CI}c,"ฉันถึงบ้านแล้ว!, กลับมาแล้ว, มาถึงแล้ว, ถึงบ้าน"
但し,ただし,"but, however, provided that",JLPT JLPT_2,nIm>W;=6s~,"แต่ทั้งนี้ขึ้นอยู่กับว่า, อย่างไรก็ตาม, แต่, ทว่า"
畳む,たたむ,"to fold (e.g., clothes, umbrella)",JLPT JLPT_2,OvXN(wM:bA,"พับ (เช่น เสื้อผ้า ร่ม), พับเก็บ, ม้วน, ทบ"
立ち止まる,たちどまる,"to stop, to halt, to stand still",JLPT JLPT_2,B95OXSZO5r,"หยุด, พัก, ยืนนิ่ง, หยุดนิ่ง"
たちまち,たちまち,"instantly, suddenly, all at once",JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,"f|EvU~_,t!","ทันทีทันใด ฉับพลัน ทั้งหมดพร้อมกัน, ในทันที, โดยพลัน, พร้อมกันหมด"
建つ,たつ,"to be erected, to be built",JLPT JLPT_2,"M!q;te,)Kq","จะถูกก่อสร้าง จะถูกสร้าง, ถูกสร้างขึ้น, ก่อสร้างขึ้น, ตั้งขึ้น"
脱線,だっせん,"derailment, digression",JLPT JLPT_2,HD(zBG2%H),"การตกราง, การออกนอกเรื่อง, หลุดประเด็น, นอกประเด็น"
妥当,だとう,"proper, appropriate",JLPT JLPT_2,JHO!PQp^-#,"เหมาะสม ถูกต้อง, สมควร, สมเหตุสมผล, ลงตัว"
例える,たとえる,"to compare, to liken",JLPT JLPT_2,b.^|xu(Lu=,"เพื่อเปรียบเทียบ เพื่อเปรียบต่าง, เปรียบเทียบ, เทียบ, อุปมา"
頼もしい,たのもしい,"reliable, promising",JLPT JLPT_2,d|t<2zx{AN,"น่าเชื่อถือ มีแนวโน้มที่ดี, ไว้วางใจได้, มีอนาคต, พึ่งพาได้"
足袋,たび,"tabi, Japanese socks (with split toe)",JLPT JLPT_2,i9JA;qWI*S,"ทาบิ ถุงเท้าญี่ปุ่น (แบบแยกนิ้วเท้า), ถุงเท้าแบบญี่ปุ่น, ถุงเท้าแยกนิ้ว, ถุงเท้าญี่ปุ่นโบราณ"
ダブル,ダブル,double,JLPT_1 JLPT JLPT_2,n5sGaL[nrJ,"สองเท่า, คูณสอง, เป็นสองเท่า, ทวีคูณ"
ダム,ダム,dam,JLPT JLPT_2,lwjw.sbO3t,"เขื่อน, อ่างเก็บน้ำ, ประตูน้ำ, ฝาย"
溜息,ためいき,a sigh,JLPT JLPT_2,M{mrZXe(xA,"ถอนหายใจ, การถอนหายใจ, หายใจยาว, เฮือก"
ためらう,ためらう,to be hesitant,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,G;FUJQ+<&I,"ลังเลใจ, ไม่แน่ใจ, สองจิตสองใจ, รีรอ"
だらしない,だらしない,"slovenly, loose, a slut",JLPT JLPT_2,y)zumMnB[a,"สกปรก ไร้ระเบียบ โสเภณี, ไม่เรียบร้อย, มอมแมม, หญิงสำส่อน"
足る,たる,"to be sufficient, to be enough",JLPT JLPT_2,f=F6.jTK0j,"เพียงพอ เหมาะสม, พอ, พอเพียง, ครบถ้วน"
短～,たん～,short ~,JLPT JLPT_2,zZ~;hL0?5C,"สั้น ~, ระยะสั้น, ช่วงสั้น, ย่อ"
段階,だんかい,"gradation, grade, stage",JLPT JLPT_2,jG]K@ghVXd,"ระดับ, เกรด, ขั้นตอน, ลำดับขั้น"
短期,たんき,short term,JLPT JLPT_2,q<4V7>Q;K[,"ระยะสั้น, ช่วงเวลาสั้นๆ, ไม่นาน, ชั่วขณะ"
炭鉱,たんこう,"coal mine, coal pit",JLPT JLPT_2,k;/>)mhS{3,"เหมืองถ่านหิน, บ่อถ่านหิน, แหล่งถ่านหิน, เหมืองแร่ถ่านหิน"
短所,たんしょ,"defect, weak point; disadvantage",JLPT JLPT_2,H{`G1#jtpf,"ข้อบกพร่อง จุดอ่อน ข้อเสีย, จุดด้อย, ข้อด้อย, ข้อผิดพลาด"
たんす,たんす,chest of drawers,JLPT JLPT_2,m~G#CLkml),"ตู้ลิ้นชัก, ลิ้นชัก, ตู้เก็บของ, หีบลิ้นชัก"
淡水,たんすい,fresh water,JLPT JLPT_2,qe4&W^T?1T,"น้ำจืด, น้ำดื่ม, น้ำสะอาด, น้ำใช้"
断水,だんすい,water outage,JLPT JLPT_2,i;K5<cgucK,"การขาดแคลนน้ำ, น้ำไม่ไหล, น้ำแล้ง, ปัญหาการขาดน้ำ"
単数,たんすう,singular (number),JLPT JLPT_2,l])jQ./Ree,"เอกพจน์ (จำนวน), จำนวนเอกพจน์, รูปเอกพจน์, เฉพาะหนึ่ง"
団地,だんち,housing complex,JLPT JLPT_2,gOlbcdBj<$,"ที่อยู่อาศัยรวม, หมู่บ้านจัดสรร, โครงการที่พักอาศัย, ชุมชนที่อยู่อาศัย"
断定,だんてい,"conclusion, decision",JLPT JLPT_2,A$|V(|!0O8,"สรุป การตัดสินใจ, ข้อสรุป, การวินิจฉัย, การตัดสิน"
短編,たんぺん,"short (e.g., story, film)",JLPT JLPT_2,bU~DAA@V)_,"สั้น (เช่น เรื่องสั้น ภาพยนตร์), ขนาดสั้น, ฉบับย่อ, ย่อ"
田ぼ,たんぼ,"paddy field, farm",JLPT JLPT_2,muOiSP8NL>,"นาข้าว, ฟาร์ม, ทุ่งนา, ไร่นา"
誓う,ちかう,"to swear, to vow",JLPT JLPT_2,MT!|3=)2Nd,"สาบาน, ให้คำมั่นสัญญา, ปฏิญาณ, ให้สัญญา"
地下水,ちかすい,underground water,JLPT JLPT_2,p4eK+EuKD%,"น้ำใต้ดิน, น้ำบาดาล, แหล่งน้ำใต้ดิน, น้ำในดิน"
近々,ちかぢか,"soon, before long",JLPT JLPT_2,z!thddh444,"เร็วๆ นี้ อีกไม่นาน, ในไม่ช้า, ในเร็ววัน, ใกล้เข้ามาแล้ว"
近付ける,ちかづける,"to bring near, to put close, to let come near",JLPT JLPT_2,"tY,9|Y-dCA","นำมาใกล้, วางให้ใกล้, ปล่อยให้เข้ามาใกล้, ประชิด"
近寄る,ちかよる,"to approach, to draw near",JLPT JLPT_2,PADniz;h7y,"เข้าใกล้, เข้ามาใกล้, ประชิด, เฉียด"
力強い,ちからづよい,"powerful, strong, vigorous",JLPT JLPT_2,esKt]N.[nn,"ทรงพลัง แข็งแกร่ง กระฉับกระเฉง, มีพลัง, แข็งแรง, เข้มแข็ง"
ちぎる,ちぎる,"to cut up fine, to pick (fruit)",JLPT JLPT_2,n1$55xxJH),"หั่นให้ละเอียด, เก็บ (ผลไม้), สับละเอียด, เก็บเกี่ยว"
地質,ちしつ,geological features,JLPT JLPT_2,OY*f%Q>2A{,"ลักษณะทางธรณีวิทยา, ธรณีสัณฐาน, ภูมิประเทศ, โครงสร้างทางธรณีวิทยา"
知人,ちじん,"friend, acquaintance",JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,yhSeK?G|5o,"เพื่อน คนรู้จัก, สหาย, มิตร, คนคุ้นเคย"
地帯,ちたい,"area, zone",JLPT JLPT_2,Cixjw@G7=!,"พื้นที่, โซน, บริเวณ, เขต"
縮む,ちぢむ,"to shrink, to be contracted",JLPT JLPT_2,s+NV#|Vzsj,"หดตัว, หดลง, ย่อตัว, ยุบตัว"
縮める,ちぢめる,"to shorten, to reduce, to shrink",JLPT JLPT_2,K2!izn(Ec%,"ทำให้สั้นลง ลดขนาดลง ทำให้หดลง, ย่อ, ลด, หด"
縮れる,ちぢれる,"to be wavy, to be curled",JLPT JLPT_2,hDb2M|vgvf,"เป็นลอน เป็นลอนคลื่น, หยิก, เป็นคลื่น, เป็นเกลียว"
チップ,チップ,"gratuity, tip; chip",Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,I{J?rk;mEF,"ค่าทิป, ทิป; ชิป, เงินบำเหน็จ, ค่าบริการ"
地点,ちてん,"site, point on a map",JLPT JLPT_2,O67?;Qy2t6,"สถานที่, จุดบนแผนที่, ตำแหน่ง, ที่ตั้ง"
地名,ちめい,place name,JLPT JLPT_2,H}VgzK^n++,"ชื่อสถานที่, ชื่อภูมิประเทศ, ชื่อทางภูมิศาสตร์, คำเรียกสถานที่"
茶色い,ちゃいろい,brown,JLPT JLPT_2,cPhF;RkRM7,"สีน้ำตาล, สีช็อกโกแลต, สีอิฐ, สีดิน"
着々,ちゃくちゃく,steadily,JLPT JLPT_2,o8gOx2+4-w,"อย่างต่อเนื่อง, สม่ำเสมอ, คงที่, เรื่อยๆ"
中間,ちゅうかん,"middle, midway, interim",JLPT JLPT_2,db[p1gjS8r,"กลาง, ระหว่างทาง, ช่วงกลาง, กึ่งกลาง"
中旬,ちゅうじゅん,second third of a month,JLPT JLPT_2,w>eUJ_!p-%,"ช่วงสองในสามของเดือน, กลางเดือน, ช่วงกลางเดือน, ระยะกลางเดือน"
抽象,ちゅうしょう,abstract,JLPT JLPT_2,i(@XmP*tzX,"เชิงนามธรรม, นามธรรม, จับต้องไม่ได้, ไม่เป็นรูปธรรม"
中世,ちゅうせい,"Middle Ages, medieval times",JLPT JLPT_2,"Lq!,3&y/Oc","ยุคกลาง, สมัยกลาง, สมัยยุคกลาง, ยุคประวัติศาสตร์กลาง"
中性,ちゅうせい,"neuter gender, neutral",JLPT JLPT_2,dr8B_U~r:p,"เพศกลาง, เป็นกลาง, ไม่ระบุเพศ, ไม่มีเพศ"
中途,ちゅうと,"in the middle, half-way",JLPT JLPT_2,qq^xMh<42g,"ตรงกลาง ครึ่งทาง, กึ่งกลาง, กลางๆ, คั่นกลาง"
中年,ちゅうねん,middle-aged,JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,hO*P@Du`th,"วัยกลางคน, คนวัยกลาง, ช่วงวัยกลาง, ช่วงอายุกลาง"
チョーク,チョーク,chalk,JLPT JLPT_2,bDt1557lyK,"ชอล์ก, ดินสอพอง, แท่งชอล์ก, หินปูน"
長～,ちょう～,long ~,JLPT JLPT_2,neC33gMb3=,"ยาว ~, ระยะยาว, ช่วงยาว, ยาวนาน"
超過,ちょうか,"excess, being more than",JLPT JLPT_2,H)x}P>JSY6,"ส่วนเกิน คือ มากกว่า, เกิน, เกินกำหนด, มากเกินไป"
彫刻,ちょうこく,"carving, engraving, sculpture",JLPT JLPT_2,Mb[Y;T*X##,"งานแกะสลัก, งานสลัก, ประติมากรรม, รูปปั้น"
長所,ちょうしょ,"strong point, merit; advantage",JLPT JLPT_2,r2Td3|X~d{,"จุดแข็ง, ข้อดี; ข้อได้เปรียบ, ความได้เปรียบ, คุณสมบัติเด่น"
長女,ちょうじょ,eldest daughter,JLPT JLPT_2,"t>?7,8swc^","ลูกสาวคนโต, บุตรสาวคนโต, ธิดาคนโต, ลูกสาวคนแรก"
調整,ちょうせい,"regulation, adjustment, tuning",JLPT JLPT_2,QE[mY6z/-y,"การควบคุม การปรับแต่ง การจูน, การปรับปรุง, การตั้งค่า, การปรับ"
調節,ちょうせつ,"regulation, adjustment, control",JLPT JLPT_2,P0aU16*RZa,"การควบคุม การปรับแต่ง การกำกับดูแล, การจัดการ, การกำหนด, การบริหาร"
長短,ちょうたん,"length, long and short, +-",JLPT JLPT_2,qq$=?zj3/o,"ความยาว ทั้งยาวและสั้น +-, ความสั้นยาว, ระยะทาง, ยาวสั้น"
頂点,ちょうてん,"top, summit",JLPT JLPT_2,O=qNj-<h$g,"ยอดเขา, ยอดสูงสุด, จุดสูงสุด, จุดยอด"
長男,ちょうなん,eldest son,JLPT JLPT_2,q&!C!n<?M%,"ลูกชายคนโต, บุตรชายคนโต, ลูกคนโตชาย, ลูกชายคนแรก"
長方形,ちょうほうけい,"rectangle, oblong",JLPT JLPT_2,O?/Z!eS6c(,"สี่เหลี่ยมผืนผ้า, รูปสี่เหลี่ยมผืนผ้า, ทรงสี่เหลี่ยมผืนผ้า, รูปทรงสี่เหลี่ยมผืนผ้า"
調味料,ちょうみりょう,"condiment, seasoning",JLPT JLPT_2,K^{6&5|*9!,"เครื่องปรุงรส, วัตถุดิบปรุงรส, เครื่องเทศ, ผงปรุงรส"
直後,ちょくご,immediately following,JLPT JLPT_2,CruP!C)gep,"ทันทีหลังจากนั้น, หลังจากนั้นทันที, ในทันที, ตามมาทันที"
直線,ちょくせん,straight line,JLPT JLPT_2,i)fGfpmLw~,"เส้นตรง, แนวตรง, ทางตรง, สายตรง"
直前,ちょくぜん,just before,JLPT JLPT_2,"D>@!/){#.,","ก่อนหน้านั้นเล็กน้อย, ก่อนหน้าไม่นาน, เมื่อครู่, ไม่นานก่อนหน้านี้"
